PredictiveFeature,TargetFeature,SHAPValue
ANKRD17,DMTN,0.0024787356687542
LRRFIP2,PRKAR2B,0.0069025177225683
PRRC2A,PRKAR2B,0.0044288520633455
NUMA1,PRKAR2B,0.0030061731426505
SRRM2,PRKAR2B,0.0277798815601677
PLEKHA6,PRKAR2B,0.0151711348880486
CAMK2B,PRKAR2B,0.0021249689134923
TRIM28,PRKAR2B,0.0084670163001269
MAST4,PRKAR2B,0.0038706891717733
PPIG,PRKAR2B,0.0017213651950398
USP24,PRKAR2B,0.1016236651558171
NEB,ELP1,0.0010996101942376
SHANK3,ELP1,0.004405138917392
BRD8,ELP1,0.0236672554215107
USP24,ELP1,0.0104361797934654
THRAP3,ELP1,0.00172517416799
BAG3,ELP1,0.0040676787880949
CEP170B,ELP1,0.0030757699601115
CALD1,ELP1,0.0111730231522683
PRAG1,ELP1,0.0343509973122642
LMO7,TMEM237,0.0111987686320678
MDC1,TMEM237,0.0147713511537368
TCOF1,TMEM237,0.0030188787926014
ADAR,TMEM237,0.005203553146268
AHNAK2,TMEM237,0.0056760948436218
KMT2D,TMEM237,0.0367028730904949
GPATCH8,TMEM237,0.0028356721775626
PLEC,TMEM237,0.0022367233419317
PLEKHA6,TMEM237,0.0045586442813995
PRRC2C,TMEM237,0.0072705346397789
SON,HSPA2,0.0086187725606509
RSL1D1,HSPA2,0.0010385936822282
THRAP3,HSPA2,0.0287814191439742
TEX2,HSPA2,0.0009547729912
MAP1B,HSPA2,0.0107205101912407
PRRC2C,HSPA2,0.0051268545686083
TP53BP1,HSPA2,0.0013321228794117
GPATCH8,CRTC3,0.0117721721025139
ADAR,CRTC3,0.0098256550876131
KMT2D,CRTC3,0.0073240549420642
PRRC2C,CRTC3,0.0136459985508891
CLASP1,CRTC3,0.0053192133831569
PLEC,CRTC3,0.0048276852762259
EIF4B,CRTC3,0.0531263198245282
RIF1,CRTC3,0.0024030874911682
ABLIM1,CRTC3,0.047192797618318
PHRF1,CRTC3,0.004634931036178
LMO7,PLCL2,0.0010769021771605
HUWE1,PLCL2,0.0160202466564105
BAG3,PLCL2,0.0018649029863431
WASHC2A,PLCL2,0.0051543016175325
MAP1S,PLCL2,0.0156227202634314
PCBP2,PLCL2,0.0297128046390324
USP24,PLCL2,0.0031722819347541
AHCTF1,PLCL2,0.0091513293586734
NOLC1,PLCL2,0.0219928067417693
KMT2D,NEDD1,0.0115030630326547
MDC1,NEDD1,0.0041482526461982
PRRC2C,NEDD1,0.001834414514933
IRS2,NEDD1,0.0225752348599197
FARP1,NEDD1,0.0135276994253131
PHRF1,NEDD1,0.0215204214166673
NHSL3,NEDD1,0.0041167632119228
TRIM28,NEDD1,0.0061878832694366
ASXL2,NEDD1,0.0109275047424329
ENO1,ZNF622,0.0019343118282781
HUWE1,ZNF622,0.0039172373710884
NCOR1,ZNF622,0.0019616241822135
MDC1,ZNF622,0.0058636870044223
SPEN,ZNF622,0.0152871341703794
GPATCH8,ZNF622,0.0014644774809547
KMT2D,ZNF622,0.0259823478344968
CDK1,ZNF622,0.0026069567654822
AHNAK2,ZNF622,0.003693565698097
PRRC2C,ZNF622,0.0006729035147957
TCOF1,CCNY,0.0094894256160911
PLEC,CCNY,0.0235641584957726
SRRM2,CCNY,0.024074833255524
NHSL3,CCNY,0.0032705666585713
APC,CCNY,0.0122802241674328
TNS2,CCNY,0.0042315876005731
EIF4G1,CCNY,0.0943129125867035
ARHGEF2,CCNY,0.0139678285685521
FARP1,CCNY,0.0149880244684187
PHRF1,CCNY,0.0027270402975778
MAP7D3,FAM110C,0.0063931108947524
EME1,FAM110C,0.0012775733065231
RIF1,FAM110C,0.005483463881164
WASHC2A,CCDC71,0.0012436306853585
NEB,CCDC71,0.0002286519208624
NCOR1,CCDC71,0.0020079977635276
MAP1S,CCDC71,0.0019972556976816
PLEC,CCDC71,0.0011712540847578
CEP170B,CCDC71,0.0014813622561831
GPATCH8,CCDC71,0.0007717324446281
HUWE1,CCDC71,0.0010939738315056
SPEN,CCDC71,0.0113329105353245
MYH3,ADCY9,0.017021290188239
CAMK2B,ADCY9,0.0054048631505082
PPIG,ADCY9,0.0125223804147891
LRRFIP2,ADCY9,0.0016880180233337
ABLIM1,ADCY9,0.0026702010997446
MDC1,ADCY9,0.0021156937712051
USP24,ADCY9,0.0754544500469061
CKMT2,ADCY9,0.0091713796623325
SASH1,ADCY9,0.0178258217162041
BRD8,ADCY9,0.0008659032094286
NCL,ADCY9,0.0052143295409803
ABLIM1,GSK3A,0.0076021580674202
POU2F1,GSK3A,0.0046884774590661
CAD,GSK3A,0.0045113991192041
TTN,GSK3A,0.0027991539196522
NCKIPSD,GSK3A,0.006959642180934
ZNF185,GSK3A,0.0061925324761217
PLEKHA6,GSK3A,0.002854983860903
TCOF1,C16orf74,0.0020157342963046
NEXN,C16orf74,0.0069644109011517
AHNAK2,C16orf74,0.0099577103592134
NCOR1,C16orf74,0.0017530735579591
SPEN,C16orf74,0.0018195121545939
NACA,C16orf74,0.0028270209532295
SRRM2,C16orf74,0.0064469771797917
NCOR2,C16orf74,0.0057541568395947
MDC1,C16orf74,0.0019919447953548
NES,C16orf74,0.0101439273729904
TCOF1,DBN1,0.0104483599851306
SRRM2,DBN1,0.0625943405924557
ATXN2L,DBN1,0.0126355701715449
RBBP8NL,DBN1,0.010833799913809
EIF4G1,DBN1,0.1064997046528665
SSH1,DBN1,0.0044235653937751
TP53BP1,DBN1,0.0012962070743782
APC,DBN1,0.0052086235466549
MYH1,DBN1,0.0138818985758489
AFDN,DBN1,0.0069755271430248
CUX1,DBN1,0.0041146096748238
GPATCH8,PKN1,0.0034737659719895
KMT2D,PKN1,0.0167360354715347
SRRM2,PKN1,0.0118480805217319
RIF1,PKN1,0.0234959585790913
PHLDB1,PKN1,0.0376141755746967
MAST4,PKN1,0.0097832743418153
EIF4B,PKN1,0.0386818881093225
ABLIM1,PKN1,0.0236839062449935
HCFC1,PKN1,0.0081019052976115
MAP1S,PKN1,0.0072893998392481
KMT2D,DHX16,0.0207848111595028
SRRM2,DHX16,0.0119040938593955
NELFE,DHX16,0.013383160045822
PLEKHA6,DHX16,0.0356205892580107
NES,DHX16,0.009472606792413
NUP214,DHX16,0.0146575605152819
PLEKHA5,DHX16,0.0131327181631036
NCOR1,BCL3,0.0009345693229654
SPEN,BCL3,0.0059073956210946
AKAP9,BCL3,0.0035036059754709
ATXN2L,BCL3,0.0018957451319125
AHCTF1,BCL3,0.005342121843374
NUMA1,BCL3,0.0067221578177621
TXLNB,BCL3,0.003064570140169
ABLIM1,BCL3,0.0008653267158068
PLEKHA6,BCL3,0.0485540834250154
LMO7,CDK14,0.0041634575768989
SRRM2,CDK14,0.0010520152926655
ABLIM1,CDK14,0.0087656435978796
MAP1S,CDK14,0.0223704833751853
PPIG,CDK14,0.0021621580372602
CLASP1,CDK14,0.001444807034448
PLEC,CDK14,0.0028421079684084
BRD8,CDK14,0.0308792500752852
KMT2D,CDK14,0.0019355771928908
PRRC2C,CDK14,0.0016126268252485
KMT2D,PRP4K,0.0046753636468929
SRRM2,PRP4K,0.0098428452248856
NES,PRP4K,0.0112050888355395
TJP1,PRP4K,0.0260226846497251
MAP1S,PRP4K,0.0246056531265134
EIF4G1,PRP4K,0.0043529308300777
NCL,PRP4K,0.0342420804340601
PPIG,PRP4K,0.0053367558023793
MED1,PRP4K,0.0237978474198385
PHIP,PRP4K,0.0260157597161521
CLASP1,USP42,0.0072733064976957
KMT2D,USP42,0.0391328804819014
MAP1S,USP42,0.0056072931892815
ABLIM1,USP42,0.0042232314775747
SRRM2,USP42,0.0143740930193096
NCL,USP42,0.0314294958113109
LARP1,USP42,0.0082432477939539
NUMA1,USP42,0.0402627753582531
FARP1,USP42,0.0044050348412854
MDC1,PSIP1,0.0110632441866502
SRRM2,PSIP1,0.0133924519142782
IRS2,PSIP1,0.0147188031747259
PLEKHA6,PSIP1,0.0197030603740883
RIF1,PSIP1,0.0346428563000612
TP53BP1,PSIP1,0.0586871787763796
EIF4G1,PSIP1,0.0310106369604704
PPP1R12A,PSIP1,0.0040952881880783
PHIP,PSIP1,0.0311092287805103
AFDN,PSIP1,0.0116307363850183
H4C1,ARHGEF18,0.006149381150363
ABLIM1,ARHGEF18,0.0249914978731354
MDC1,ARHGEF18,0.0053155014923817
MAP1S,ARHGEF18,0.0450059487238229
PLEC,ARHGEF18,0.0052930018927191
NCL,ARHGEF18,0.0297261375309452
PCBP2,ARHGEF18,0.0040437180708645
BRD8,ARHGEF18,0.020976334101804
ATXN2L,ARHGEF18,0.0083641165527763
LMO7,ILF2,0.0007711375974297
AHNAK2,ILF2,0.01106825094244
PRRC2A,ILF2,0.002254298240377
ADAR,ILF2,0.0021898113187712
BAG3,ILF2,0.0014598937949499
SRRM2,ILF2,0.0026797211148957
PLEKHA6,ILF2,0.037755829999943
ABLIM1,ILF2,0.0091267332036004
BRD8,ILF2,0.0068671122732638
CLASP1,ILF2,0.001348800213169
NEB,XPR1,0.001505754411703
CMYA5,XPR1,0.0046285849434383
LMO7,XPR1,0.0010103099751496
TCOF1,XPR1,0.0204930606398144
GPATCH8,XPR1,0.0127046927464798
EIF4B,XPR1,0.0455652385450424
XIRP1,XPR1,0.0059251337386142
ABLIM1,XPR1,0.001232119752412
BAG3,XPR1,0.0232408753576372
WASHC2A,XPR1,0.0025372918580085
BRD8,ANKRD11,0.0066325542603785
ABLIM1,ANKRD11,0.0075861211795384
MAP1S,ANKRD11,0.0089883779490496
CEP170B,ANKRD11,0.0053798423555116
CALD1,ANKRD11,0.0054366028264939
SIK3,ANKRD11,0.0014968271475524
SCAF11,ANKRD11,0.0013459030667724
PRAG1,ANKRD11,0.0231747501863736
SASH1,ANKRD11,0.0098018255554024
HUWE1,CAST,0.0081618467747322
LARP1,CAST,0.0087202693518892
NUMA1,CAST,0.0122637154608738
NUP214,CAST,0.0172516569770637
AHCTF1,CAST,0.0050453010861764
MAP4,CAST,0.0326336546696031
PHLDB1,CAST,0.042103742180987
TP53BP1,CAST,0.0337101186713632
EIF4G1,CAST,0.0087806062436822
PLEC,GAPDH,0.0494848532564901
NIPBL,GAPDH,0.0073929760276448
NHSL3,GAPDH,0.0069892753301869
NUP214,GAPDH,0.0247123840252905
PHLDB1,GAPDH,0.0204545060110291
MAP4,GAPDH,0.0049874427947337
MAST4,GAPDH,0.0057205291993986
TP53BP1,GAPDH,0.0129624420393466
EIF4G1,GAPDH,0.0153702474239442
ARHGEF2,GAPDH,0.0088130094652051
AHNAK2,WASL,0.0020470788348015
KMT2D,WASL,0.0142495457308128
PLEKHA6,WASL,0.0344232843703632
NES,WASL,0.0241230815533105
NHSL3,WASL,0.0112700268227993
RIF1,WASL,0.0043249817731802
TJP1,WASL,0.0105566321180587
RASAL2,WASL,0.0308252130859466
SYNPO2L,CHAF1A,0.0116295242423721
MDC1,CHAF1A,0.018011378869555
CLASP1,CHAF1A,0.0080560920840659
PLEKHA6,CHAF1A,0.0164270982609524
NCOR2,CHAF1A,0.0100271760409068
IRS2,CHAF1A,0.0127475004509287
NUMA1,CHAF1A,0.0067985632941887
NES,CHAF1A,0.0077320198545176
RIF1,CHAF1A,0.0340730873293545
PHRF1,CHAF1A,0.0129520788364774
LRRFIP2,TNFRSF21,0.0065639124585913
USP10,TNFRSF21,0.0033076047391827
SPAG9,TNFRSF21,0.0072147021296531
RICTOR,TNFRSF21,0.0051131806255354
CENPU,TNFRSF21,0.0040185255483274
TCOF1,TNFRSF21,0.0039368578697117
PKN2,TNFRSF21,0.0030586195199254
TTC7B,TOPBP1,0.001022452818997
BRD8,TOPBP1,0.0029710267321117
ABLIM1,TOPBP1,0.0067167697788057
PLEKHO2,TOPBP1,0.0025995412063262
PFDN4,TOPBP1,0.0017937947194841
PPIG,TOPBP1,0.0034714926875966
BAG3,TOPBP1,0.0090901732678853
MAP1S,TOPBP1,0.0101165838259537
CALD1,TOPBP1,0.011315164908892
HUWE1,CARS1,0.0028679622025414
AHNAK2,CARS1,0.0012656579240696
MAP1S,CARS1,0.0056645693156693
CLASP1,CARS1,0.0060953065707126
KMT2D,CARS1,0.0381659885944714
PLEC,CARS1,0.0163597941710577
SRRM2,CARS1,0.0168564238524126
EIF4B,CARS1,0.0140473734814012
MYH3,CARS1,0.0049461652203781
LARP1,CXorf38,0.0164500345515164
PLEKHA6,CXorf38,0.0009726115957161
FARP1,CXorf38,0.0094914042095251
TP53BP1,CXorf38,0.0129922086111303
HDGFL2,CXorf38,0.002054642453466
TJP1,CXorf38,0.0019971655926183
CUX1,CXorf38,0.0009820296547435
TNS1,CXorf38,0.0019010694341859
AFDN,CXorf38,0.012764115391843
MARK2,CXorf38,0.0117885747140874
GPATCH8,EIF2A,0.0317040097236959
PLEC,EIF2A,0.0169870367185268
SRRM2,EIF2A,0.0078707861501356
LARP1,EIF2A,0.0034498496031183
AHCTF1,EIF2A,0.0057152794656325
TP53BP1,EIF2A,0.0585019925007082
EIF4G1,EIF2A,0.0283651189221098
TNS2,EIF2A,0.0215797555462657
TNNT3,VSIR,0.0009044882641507
SPEN,VSIR,0.0030424216291266
PLEKHA6,VSIR,0.0145674601807931
PHIP,VSIR,0.0023823672012448
SCAF11,VSIR,0.0064918204358562
SYNPO,VSIR,0.0005415242509482
CCDC88C,VSIR,0.0188883799147876
AFF4,VSIR,0.0149480402919796
PCNT,VSIR,0.0047458756487111
LMO7,VSIR,0.0003355616276554
FARP1,VSIR,0.0024943971051457
GPATCH8,PDZD8,0.0201718867353766
KMT2D,PDZD8,0.0007151664834852
IRS2,PDZD8,0.0200524319977018
NUMA1,PDZD8,0.00147711920889
LARP1,PDZD8,0.0059811254516074
PLEC,PDZD8,0.0116236124969628
PLEKHA6,PDZD8,0.0393903799460793
USP10,PDZD8,0.0062723117634383
NHSL3,PDZD8,0.0091895086693067
TRIM28,PDZD8,0.0069565824799971
MDC1,DAXX,0.0067173286235952
KMT2D,DAXX,0.0232944615938991
SRRM2,DAXX,0.0079990770158561
NELFE,DAXX,0.0036101474204183
NCOR2,DAXX,0.0211511949783866
ATXN2L,DAXX,0.024500024357624
LARP1,DAXX,0.0033619864279988
FARP1,DAXX,0.0052481913163632
NUMA1,DAXX,0.0077966645921889
NHSL3,DAXX,0.0090500453754601
ACTN2,PPIL4,0.0095606962362047
USP24,PPIL4,0.014480755930472
EIF4B,PPIL4,0.0053741884177678
SVIL,PPIL4,0.0201610681001238
SASH1,PPIL4,0.0122899550397945
MAP1B,PPIL4,0.0109583668469272
PRAG1,PPIL4,0.0080397727295756
THRAP3,PPIL4,0.0288900733307868
PLEC,HNRNPU,0.0362511063361449
RIF1,HNRNPU,0.0240193232130784
USP10,HNRNPU,0.012430433172976
ABLIM1,HNRNPU,0.0323562415019258
MAP1S,HNRNPU,0.0405020644704338
NCL,HNRNPU,0.0510867929930714
PPIG,HNRNPU,0.0048559024049953
SRGAP1,HNRNPU,0.0093692562781268
SON,HNRNPU,0.0060400190947335
BAG3,HNRNPA2B1,0.0011404011419467
EIF4B,HNRNPA2B1,0.0469278320337005
AHNAK2,HNRNPA2B1,0.0020191372211279
PLEC,HNRNPA2B1,0.0106747609782766
MINK1,HNRNPA2B1,0.0112827420655713
NOLC1,HNRNPA2B1,0.0305884026862416
SON,HNRNPA2B1,0.0432536872396743
CAST,HNRNPA2B1,0.0188719181729124
NELFA,HNRNPA2B1,0.005832510001264
SRRM2,HNRNPA2B1,0.011580503777918
NCOR1,NMNAT1,0.0082837064024058
TCOF1,NMNAT1,0.0046215349912495
ATXN2L,NMNAT1,0.009955998621408
AHCTF1,NMNAT1,0.0078443365394317
IRS2,NMNAT1,0.0025631815272094
NELFE,NMNAT1,0.0041749654953055
LARP1,NMNAT1,0.0073593282139606
PCBP1,NMNAT1,0.0009174904054981
PLEKHA6,NMNAT1,0.0477332394499424
FARP1,NMNAT1,0.0158293520017153
WASHC2A,PPFIBP1,0.0065881018366149
ABLIM1,PPFIBP1,0.0042123306241565
MAP1S,PPFIBP1,0.0081890889370895
SVIL,PPFIBP1,0.00675729675096
CDK11A,PPFIBP1,0.005639787070405
SCAF11,PPFIBP1,0.0080574834773869
MAP4K4,PPFIBP1,0.0152492210235397
SON,PPFIBP1,0.0109909399919119
EPS15L1,PPFIBP1,0.0074656096169422
TTN,BPTF,0.0008193569249533
PLEKHF1,BPTF,0.0015261709913659
GTPBP1,BPTF,0.0012507790897115
BRD8,BPTF,0.024437405069291
ARPP19,BPTF,0.0032252709858544
WASHC2A,BPTF,0.0014893487311826
NACA,BPTF,0.0019878976528837
LMO7,FRMD4A,0.0014063705671604
HUWE1,FRMD4A,0.0015913673694537
SPEN,FRMD4A,0.0066872377281797
PRRC2A,FRMD4A,0.005989424971358
SRRM2,FRMD4A,0.0081084111097641
PLEC,FRMD4A,0.0212007526833646
AHNAK2,FRMD4A,0.0053425388916437
KMT2D,FRMD4A,0.0084623141011859
PRRC2C,FRMD4A,0.0006822947193396
PDCD4,FRMD4A,0.0033799255492392
AHNAK2,NHERF1,0.0063906387415183
KMT2D,NHERF1,0.0094430663049233
BAG3,NHERF1,0.0023550661838785
ABLIM1,NHERF1,0.0294975357294074
NUMA1,NHERF1,0.0133720542416492
MAP1S,NHERF1,0.0172902815164202
NCL,NHERF1,0.0241068345196572
NHSL3,NHERF1,0.0142731786624765
RIF1,NHERF1,0.0319825169552316
PCBP2,NHERF1,0.0084124695961609
PHRF1,NHERF1,0.0063545324416181
NACA,UMPS,0.0034431028183701
TCOF1,UMPS,0.0062217437785981
ANK2,UMPS,0.0017046515195591
FLNC,UMPS,0.0018348332642912
LARP1,UMPS,0.0009236883665682
AHNAK2,UMPS,0.0170550632807253
PRRC2A,UMPS,0.0120627814140797
SYNPO2L,UMPS,0.0024584086755844
TJP1,UMPS,0.0265858037630447
NEB,HMGXB4,0.0131438715256481
COPRS,HMGXB4,0.0036553019390486
OBSCN,HMGXB4,0.0028530741425005
MECOM,MDH2,0.003564063691131
GRAMD4,MDH2,0.0004890330780252
POLR2A,MDH2,0.0022882820370849
LMO7,MDH2,0.0240646764696066
NCOR1,MDH2,0.0036334172453002
TEX2,MDH2,0.0025256943544435
SRRM2,MDH2,0.0017562260003974
TTN,PDE7A,0.0024260105577265
PLEKHA6,PDE7A,0.0007689724515337
SPEN,PDE7A,0.0018738648807563
MAP1S,PDE7A,0.0114104608036147
DMD,PDE7A,0.0011247302326028
XIRP1,PDE7A,0.0251773595940454
GPATCH8,PDE7A,0.0048326014919103
BAG3,HSF1,0.0086060189749582
EIF4B,HSF1,0.0205400573559715
AHNAK2,HSF1,0.0032477357735691
GPATCH8,HSF1,0.0078030246663887
BRD8,HSF1,0.0314328430774089
MAP1S,HSF1,0.0147577954481855
NCL,HSF1,0.0076381531166776
PCBP2,HSF1,0.0015816207652753
CALD1,HSF1,0.0058608850907345
BAG3,NDC1,0.0257318927139509
LMO7,NDC1,0.0033145890816442
BRD8,NDC1,0.0191870667904911
ARPP19,NDC1,0.0020367503365507
MAP1S,NDC1,0.0174740738254065
PLEKHO2,NDC1,0.0150805330500081
EIF4B,NDC1,0.0007062993434166
TCOF1,NDC1,0.0085279213540667
CALD1,NDC1,0.0024645425537635
GPATCH8,NDC1,0.0008323537241726
PHLDB1,SASH3,0.0062831779290122
FLNC,SASH3,0.0068012995503063
DAXX,SASH3,0.0077129470875963
NCOR1,SASH3,0.0176293140225027
AHCTF1,SASH3,0.0036131405701901
AKAP9,SASH3,0.0045540081354801
AHNAK2,SASH3,0.0029975745334573
LMO7,SASH3,0.0011253286572981
SPEN,SASH3,0.0120793548348915
LARP1,SASH3,0.004960751962536
CMYA5,FAM83B,0.0062492159553388
SPEN,FAM83B,0.00251375735178
TXLNB,FAM83B,0.0055000124493256
AHNAK2,FAM83B,0.0010711784011271
USP24,FAM83B,0.0253775882630756
THRAP3,FAM83B,0.0189549890188524
KMT2D,FAM83B,0.0039770683204466
SASH1,FAM83B,0.0236681114334749
RANBP3,FAM83B,0.0069530083871512
NCL,FAM83B,0.0107397910430577
PPIG,RPL23A,0.0422732970781706
USP24,RPL23A,0.0165255433468836
NCL,RPL23A,0.0256748647347365
CLASP1,RPL23A,0.0125503138992501
PLEKHA6,RPL23A,0.0097266265819084
NUMA1,RPL23A,0.0049034278362787
PLEC,RPL23A,0.0028763974594633
THRAP3,RPL23A,0.0183676615783736
TTN,ILK,0.0019224836809952
ARPP19,ILK,0.0040891327504372
HUWE1,ILK,0.0019171488511393
ABLIM1,ILK,0.0156832031554206
PPIG,ILK,0.0121453431610143
BAG3,ILK,0.0221745024469547
PRAG1,ILK,0.0015591837577622
CALD1,ILK,0.0040324587382765
PCBP2,ILK,0.0003888967147111
NCL,ILK,0.0091828891694067
SCAF11,ILK,0.0041328293460042
XIRP1,MBD4,0.0045249286962443
MAP1S,MBD4,0.010762788886752
EIF4B,MBD4,0.0026452967197284
BRD8,MBD4,0.0378512532741852
PPIG,MBD4,0.0005890716369484
HUWE1,MBD4,0.0015051536578968
PCBP2,MBD4,0.0003629784207578
TCOF1,MBD4,0.008788488773908
CDK11A,MBD4,0.0005291810276359
USP24,MBD4,0.0057954744608562
AHNAK2,LMNB1,0.0071942665865102
MDC1,LMNB1,0.0068440820088979
KMT2D,LMNB1,0.0273355824945877
SRRM2,LMNB1,0.0299746534823266
NUMA1,LMNB1,0.0257575085022706
PLEKHA6,LMNB1,0.0363428474801365
NES,LMNB1,0.0036097541566859
RIF1,LMNB1,0.0080339090962449
CMYA5,LMNB1,0.0083380677201068
TRIM28,LMNB1,0.0032764550516952
PPIG,DNMBP,0.0220765643165842
NACA,DNMBP,0.0025389057153043
BRD8,DNMBP,0.0054068192054046
MAP1S,DNMBP,0.0062497159779438
PRAG1,DNMBP,0.0131516265195708
SASH1,DNMBP,0.0040732266965998
SVIL,DNMBP,0.0081743442966096
CEP170B,DNMBP,0.0027138393821853
CDK11A,DNMBP,0.0005978613383199
CEP128,DNMBP,0.0007379983028407
BRD8,MAPKBP1,0.0047800968933823
MAP1S,MAPKBP1,0.0250101804665259
ABLIM1,MAPKBP1,0.004070879793155
PPIG,MAPKBP1,0.0013134682730139
NCL,MAPKBP1,0.003484146876686
CEP170B,MAPKBP1,0.0176745247938999
CAST,MAPKBP1,0.0201472484828027
SASH1,MAPKBP1,0.0023324332452298
USP24,MAPKBP1,0.0015510097962801
XIRP1,MAPKBP1,0.0084844086531454
PPIG,NUP107,0.0087418971205551
YWHAG,NUP107,0.0060764538330231
NCL,NUP107,0.0170708768733036
SVIL,NUP107,0.0148699785096236
THRAP3,NUP107,0.0076790203268913
RANBP3,NUP107,0.0097436870237379
SCAF11,NUP107,0.0090120648178882
KRT18,NUP107,0.0292793029402057
BCOR,NUP107,0.0096730899850642
CAMSAP1,NUP107,0.0109074593178738
CDK1,HLCS,0.0058950550937793
MYH3,HLCS,0.0082155167260173
ACTN2,HLCS,0.0022895789397479
CAMK2B,HLCS,0.0122866608296659
LRRFIP2,HLCS,0.0175524161620528
SPEN,HLCS,0.0016047986358097
ATXN2L,HLCS,0.0082676633917264
PLEKHA6,HLCS,0.0446927535872327
CLASP1,HLCS,0.0169127808832652
IRS2,HLCS,0.0075127314327252
KMT2D,DDX41,0.0056944589639059
MDC1,DDX41,0.0056947165369228
SRRM2,DDX41,0.0040456942817153
PLEKHA6,DDX41,0.0407286221807183
NUMA1,DDX41,0.0566516557716683
NCOR2,DDX41,0.0023965802373594
NES,DDX41,0.0083439339297058
TJP1,DDX41,0.0018191043449368
ASXL2,DDX41,0.0088314788883293
NCOR2,PFKFB2,0.0165369267384072
PLEKHA6,PFKFB2,0.0312144309160935
IRS2,PFKFB2,0.0129629952615383
NUMA1,PFKFB2,0.0092313511752697
PHLDB1,PFKFB2,0.0187614338710978
MAP4,PFKFB2,0.0268275336654294
MAP1S,PFKFB2,0.0237919063396405
MAST4,PFKFB2,0.0107482395118807
HDGFL2,PFKFB2,0.0077777719497365
ZNF687,MYO1F,0.0011142611147631
RICTOR,MYO1F,0.0039046711156463
PHLDB1,MYO1F,0.0019395110454354
PLEC,MYO1F,0.0047828518122624
FLNC,MYO1F,0.003960021561034
LARP1,MYO1F,0.0011805279414517
NCOR1,MYO1F,0.0198101921129815
AHNAK2,HNRNPA1,0.0083468626644662
SRRM2,HNRNPA1,0.043601635493761
TCOF1,HNRNPA1,0.0085294222725167
TP53BP1,HNRNPA1,0.0284856938734228
TNS1,HNRNPA1,0.0080575988039889
GPATCH8,HNRNPA1,0.0063884762801222
EIF4G1,HNRNPA1,0.094354803141911
CDC42BPA,HNRNPA1,0.0061040642438345
FARP1,HNRNPA1,0.0082090204453635
XIRP1,CCT8,0.0015200356486939
PEAR1,CCT8,0.0016658001431214
BRD8,CCT8,0.0274588519055587
CDK11A,CCT8,0.0034661798253805
CMBL,CCT8,0.0017088995507231
WASHC2A,DBP,0.0007628538709745
NES,DBP,0.0073191341638077
IRS2,DBP,0.0010349569594301
SLTM,DBP,0.0017947505303767
THRAP3,DBP,0.0064532405339096
NHSL1,DBP,0.0038832508905531
MED1,DBP,0.0014476230474311
ITGB4,DBP,0.0010038450277587
SCAF11,DBP,0.0199173650413988
SMARCC2,DBP,0.0109437279553523
TCOF1,PALLD,0.0046177336650156
SRRM2,PALLD,0.0089262067494039
MDC1,PALLD,0.0081344155809187
PLEC,PALLD,0.0557617203731073
NHSL3,PALLD,0.0169398380811909
FARP1,PALLD,0.0083612733923986
PHLDB1,PALLD,0.0202480039911779
TP53BP1,PALLD,0.041327348122377
EIF4G1,PALLD,0.0062936981888519
AFDN,PALLD,0.0260900846378082
KMT2D,PANK2,0.0288377618193269
PLEC,PANK2,0.0135709671585454
PRRC2A,PANK2,0.0035224038267408
SRRM2,PANK2,0.0163810570285404
LARP1,PANK2,0.0152349348727041
CDC42BPA,PANK2,0.0086460623443844
NUP214,PANK2,0.0058549365545015
NHSL3,PANK2,0.0036504938926385
PHLDB1,PANK2,0.0118940635592379
PHRF1,PANK2,0.0356593867281003
TCOF1,PHC3,0.0171917435742323
KMT2D,PHC3,0.0158025656089317
MDC1,PHC3,0.0047553825489507
ABLIM1,PHC3,0.0057659239817542
SRRM2,PHC3,0.0151933658468652
EIF4B,PHC3,0.0138304515377129
PPIG,PHC3,0.0178382052160012
NCOR2,PHC3,0.0176048121467306
NCL,PHC3,0.0119514801474138
PCBP2,PHC3,0.0253122238831499
USP24,PHC3,0.01180659811677
SPEN,PHLDA2,0.0017408813570478
UBE4B,PHLDA2,0.0017136494489549
ATXN2L,PHLDA2,0.009409538280689
MDC1,PHLDA2,0.0078984649284243
PLEKHA6,PHLDA2,0.0290979966378006
NACA,PHLDA2,0.0052956001334425
NUMA1,PHLDA2,0.0057590344423695
TRIM28,PHLDA2,0.0016713096646057
PPIG,PHLDA2,0.0173878132826579
TCOF1,FNBP1L,0.0098414116490137
AHNAK2,FNBP1L,0.0154073624182801
KMT2D,FNBP1L,0.0234727149084396
ATXN2L,FNBP1L,0.0077483369157192
RIF1,FNBP1L,0.0136039938559212
PHLDB1,FNBP1L,0.0076382328577901
MAP4,FNBP1L,0.0153906075705441
TNS1,FNBP1L,0.0091089073328456
EIF4G1,FNBP1L,0.0516172456480366
SSH1,FNBP1L,0.0168440640731297
CMYA5,NCOA5,0.0221577510398911
MAP1S,NCOA5,0.0559578914638375
PLEKHA6,NCOA5,0.0124733510728196
USP24,NCOA5,0.0186828384909707
BRD8,NCOA5,0.0170522724593908
ARPP19,NCOA5,0.0024020417264015
NES,NCOA5,0.0223465645651952
SASH1,NCOA5,0.0204327872107117
NEB,CDK11A,0.0053413641110055
TTN,CDK11A,0.0020815369064351
ESAM,CDK11A,0.0023072510365026
BCL11B,CDK11A,0.0003362745906062
NACA,CDK11A,0.0015289532226547
