PredictiveFeature,TargetFeature,SHAPValue
BAG3,ITSN2,0.0105108748157289
SRRM2,ITSN2,0.011657350500139
NUMA1,ITSN2,0.0121131235112879
BRD8,ITSN2,0.0198056036003309
NHSL3,ITSN2,0.0177901222180808
RIF1,ITSN2,0.0329161388605279
DLG5,CDK1,0.031789339600955
NCOR2,CDK1,0.01799002209667
HUWE1,CDK1,0.0337486307579417
RASAL2,CDK1,0.0039283066923258
NIPBL,CDK1,0.0034446642180135
NCOR1,CDK1,0.0062076203367486
NHSL1,CDK1,0.0046099148521102
NHS,CDK1,0.0056369810580066
SRRM2,CDK1,0.0091385175081547
TBX2,CDK1,0.0045872785055137
TCOF1,EPB41L1,0.0064887307284266
AHNAK2,EPB41L1,0.0126339160417784
SRRM2,EPB41L1,0.0050475851414237
PLEC,EPB41L1,0.0320641415328399
NHSL3,EPB41L1,0.0157848005484773
FARP1,EPB41L1,0.0207923352486954
RIF1,EPB41L1,0.0111750911544851
PHLDB1,EPB41L1,0.034656950688694
TNS2,EPB41L1,0.0071040381646579
LMO7,NOC3L,0.0006119094991149
SPEN,NOC3L,0.0037883833032875
HUWE1,NOC3L,0.0065969870760083
PLEC,NOC3L,0.0048187039851959
GPATCH8,NOC3L,0.001438318422749
MDC1,NOC3L,0.0071317743476168
NES,NOC3L,0.0063144254797551
PLEKHA6,NOC3L,0.0129093174710603
NACA,NOC3L,0.0006158901506203
KMT2D,NOC3L,0.0204582119609715
GPATCH8,GLYR1,0.0045695771925117
KMT2D,GLYR1,0.0258298287261441
PRRC2C,GLYR1,0.0014646744154829
LARP1,GLYR1,0.0003420074895764
NUMA1,GLYR1,0.0050085150050873
NELFE,GLYR1,0.0013098009386224
SRRM2,GLYR1,0.0043550925939751
NIPBL,GLYR1,0.035015387122317
FARP1,GLYR1,0.0036473592855084
MAP1S,GLYR1,0.0332254127602687
NIPBL,PRMT3,0.0017218341196391
NCOR1,PRMT3,0.002493440865772
SPEN,PRMT3,0.0029509292561228
USP10,PRMT3,0.0013534910526808
FARP1,PRMT3,0.0003526743450766
KMT2D,PRMT3,0.0029344916472287
NUMA1,PRMT3,0.0005174850561729
SYNPO2L,IL1RAP,0.0074915250770373
AHNAK2,IL1RAP,0.0093714378041264
MDC1,IL1RAP,0.0033392121341585
SRRM2,IL1RAP,0.0096696664812036
IRS2,IL1RAP,0.0089495301311568
PLEKHA6,IL1RAP,0.0277175621666048
RIF1,IL1RAP,0.006010705355099
ASXL2,IL1RAP,0.0190635482574708
PPIG,ZFP36L2,0.0148414116365293
CALD1,ZFP36L2,0.0064500647875125
GPATCH8,ZFP36L2,0.0364493766662762
USP24,ZFP36L2,0.0058643816611996
NCL,ZFP36L2,0.0106271326805082
SASH1,ZFP36L2,0.0117505313298733
SVIL,ZFP36L2,0.0062060323717296
NOLC1,ZFP36L2,0.0008030343366719
ARPP19,ZFP36L2,0.0043003524825051
PLEKHA6,ZFP36L2,0.0113870887516074
KMT2D,ZFP36L2,0.0080577267466123
PRAG1,ZFP36L2,0.0065549127894708
KMT2D,RBM6,0.0227859393438303
NCOR2,RBM6,0.0040398554464959
PLEC,RBM6,0.0069146021898688
ATXN2L,RBM6,0.0224188323018507
MAP4,RBM6,0.0220887621096576
TP53BP1,RBM6,0.0254085752119681
EIF4G1,RBM6,0.0448452103761181
PHLDB1,RBM6,0.0199444302926054
PHRF1,RBM6,0.0105824260066743
TCOF1,AP3D1,0.0148472062727098
GPATCH8,AP3D1,0.0175329525835647
NELFE,AP3D1,0.0096761793566484
SRRM2,AP3D1,0.0215973273149345
NCOR2,AP3D1,0.0122039262124282
NHSL3,AP3D1,0.0056591685239834
BAG3,AP3D1,0.0072344783928105
ABLIM1,AP3D1,0.0484618939815223
TCOF1,TOM1,0.0091005423478385
MDC1,TOM1,0.0099264029283187
GPATCH8,TOM1,0.015494513113666
IRS2,TOM1,0.0065879361833787
LARP1,TOM1,0.0159398891783072
CDC42BPA,TOM1,0.0131403305264235
AHCTF1,TOM1,0.0100548111182454
MAP4,TOM1,0.0143869324265617
ASXL2,TOM1,0.0179720970000677
EIF4G1,TOM1,0.0496901883808861
LMO7,UPF1,0.0037473066601923
HUWE1,UPF1,0.0016029782029899
BAG3,UPF1,0.0012463299377032
AHNAK2,UPF1,0.0189390746979725
SPEN,UPF1,0.002331014607149
TCOF1,UPF1,0.0008420625931807
GPATCH8,UPF1,0.0032519159737784
BRD8,UPF1,0.0094437715421042
MDC1,UPF1,0.0161832651926075
NCL,UPF1,0.0042495885390486
PPIG,DCUN1D5,0.0376299440532786
YWHAG,DCUN1D5,0.0020045599182141
USP24,DCUN1D5,0.0035209995586422
SPEG,DCUN1D5,0.0182631568345092
NCOR1,DCUN1D5,0.0021735401436782
SVIL,DCUN1D5,0.0258359010116867
SASH1,DCUN1D5,0.0201226236244867
NCL,DCUN1D5,0.0133368576278922
CEP170B,DCUN1D5,0.0016241917884944
ABLIM1,HSP90AA1,0.00894472729111
PPIG,HSP90AA1,0.0184025682470316
MAP1S,HSP90AA1,0.0156087801200845
PLEC,HSP90AA1,0.0070484760850514
PCBP2,HSP90AA1,0.0143516458741012
USP24,HSP90AA1,0.0437607589255117
AHCTF1,HSP90AA1,0.0031540575790442
MINK1,HSP90AA1,0.0035047975687533
NOLC1,HSP90AA1,0.0626866988500615
SYNPO,HSP90AA1,0.0123561091031741
LMO7,USO1,0.001474295438275
USP10,USO1,0.0124096349537013
PRRC2A,USO1,0.0027655235467649
GPATCH8,USO1,0.0039473260736099
NUMA1,USO1,0.0268255919723414
PLEC,USO1,0.0167792537361044
AKAP9,USO1,0.0086592132136285
SRRM2,USO1,0.0084854184874666
CLASP1,PPA2,0.0070418447363769
KMT2D,PPA2,0.0303266072605184
GPATCH8,PPA2,0.0112152965460422
PRRC2A,PPA2,0.0084878653298295
NELFE,PPA2,0.0098792006649292
NIPBL,PPA2,0.0095560759153296
AHCTF1,PPA2,0.0158786704051654
PHLDB1,PPA2,0.0253804341737877
MAP4,PPA2,0.0115307122033897
XIRP1,RBL1,0.0016611212866047
CDK11A,RBL1,0.0015080843455127
EIF4B,RBL1,0.0018159703414093
ABLIM1,RBL1,0.0061877088503857
ARPP19,RBL1,0.0070511265001048
MAP1S,RBL1,0.0211980198246962
BAG3,RBL1,0.001601429066975
PLEKHO2,RBL1,0.0358968569274997
PPIG,RBL1,0.0013720441213817
MINK1,RBL1,0.0097379260081472
TTN,STRIP1,0.0077156302647163
SRCIN1,STRIP1,0.0005492940590451
POLR2A,STRIP1,0.0008725742752218
ESAM,STRIP1,0.0037636485934123
MAGEC1,STRIP1,0.0006880305916971
FGD5,STRIP1,0.0009603207124163
ITPKA,STRIP1,0.0007370160188944
NELFE,STRIP1,0.0011907110039923
PRRC2A,STRIP1,0.012286349739394
NCOR1,CDKN1A,0.0006257528480378
SPEN,CDKN1A,0.0105614006570105
KMT2D,CDKN1A,0.0422045690344699
MDC1,CDKN1A,0.0029184247132941
PCBP1,CDKN1A,0.0031637476450364
GPATCH8,CDKN1A,0.0016704944545676
PRRC2A,CDKN1A,0.0008161551316848
SON,CDKN1A,0.0035850652515494
NUMA1,CDKN1A,0.0141303345988655
IRS2,CDKN1A,0.0176339210697105
LMO7,SLC7A2,0.0171922117793385
NCOR1,SLC7A2,0.0010377730035803
GPATCH8,SLC7A2,0.0069435677018801
SPEN,SLC7A2,0.0011490180282807
HUWE1,SLC7A2,0.0013001407767033
EIF4B,SLC7A2,0.0087817423832431
PLEC,SLC7A2,0.0169305907057694
LARP1,SLC7A2,0.0027418712606991
KMT2D,SLC7A2,0.0025168145745936
PHKA1,BTBD10,0.0012281381606481
XIRP1,BTBD10,0.0009077640484331
HUWE1,BTBD10,0.0029233659838024
LMO7,BTBD10,0.0170906696066895
NEB,BTBD10,0.0027712728548461
TCOF1,BTBD10,0.00045707869878
PLEKHA6,BTBD10,0.0029745328440251
WASHC2A,BTBD10,0.0020262110688245
CDK11A,BTBD10,0.0008761170724552
AHNAK2,BTBD10,0.0106735863677058
FLNC,CCDC86,0.0025067662508129
NACA,CCDC86,0.000665458158735
ABLIM1,CCDC86,0.0055303046834994
CAMSAP1,CCDC86,0.0032438997186544
BAG3,CCDC86,0.0031466637840953
TP53BP2,CCDC86,0.0117746365905553
MAP1S,CCDC86,0.0034242722120558
PPIG,CCDC86,0.0158449547847773
SVIL,CCDC86,0.0155636162007089
EPB41,CCDC86,0.0019016898050479
HUWE1,CARMIL2,0.0021496101869284
BAG3,CARMIL2,0.0016178363175822
EIF4B,CARMIL2,0.0135652612058263
LMO7,CARMIL2,0.0041755122448402
ABLIM1,CARMIL2,0.0296163593481259
SMTNL2,CARMIL2,0.002530724349248
PLEKHA6,CARMIL2,0.0018810842671535
MAP1S,CARMIL2,0.00358089548008
NCL,CARMIL2,0.013957705185911
PCBP2,CARMIL2,0.0051507506749099
PPIG,CARMIL2,0.0043965735213957
SNAP29,PIP4P1,0.0004324190921158
MYPN,PIP4P1,0.0034430993323536
ARPP19,PIP4P1,0.0028624470402819
BCL11B,PIP4P1,0.000967749855313
COBL,PIP4P1,0.0013947436355806
PPIG,PIP4P1,0.0025038317544636
USP24,PIP4P1,0.0032807412385379
EIF4B,PIP4P1,0.0378099883448754
ABLIM1,PIP4P1,0.0102273133917439
AHNAK2,PRR11,0.0182616800563365
PLEKHO2,PRR11,0.0028977651341555
USP24,PRR11,0.015711438897831
ACTC1,PRR11,0.0043052909484813
PLEKHA6,PRR11,0.0191224712205964
NCL,PRR11,0.0046072497044706
SASH1,PRR11,0.0221401993647985
CALD1,PRR11,0.002055304187969
MED1,TUBB4B,0.0482573124268241
CLASP2,TUBB4B,0.0115207310771605
LYST,TUBB4B,0.0076798749555919
YEATS2,TUBB4B,0.0033430476548337
TNS1,TUBB4B,0.0155406628020575
CHD1,TUBB4B,0.0123188414561308
PCNT,TUBB4B,0.0035132531540982
TLN1,TUBB4B,0.0265548537097071
RANBP3,HSPA5,0.0062059212797646
GPATCH8,HSPA5,0.0009325592724033
APC,HSPA5,0.0046252025443594
SRRM2,HSPA5,0.0016714208681879
WASHC2A,HSPA5,0.0210287742425436
PLEKHA5,HSPA5,0.0099387432834206
LRRFIP2,HSPA5,0.0494294247634776
KMT2D,SMG9,0.0258967963494273
PRRC2C,SMG9,0.006753225516115
NELFE,SMG9,0.0086984638950006
NCOR2,SMG9,0.0095457219019977
LARP1,SMG9,0.0101269463876651
NUMA1,SMG9,0.0148058597774356
NHSL3,SMG9,0.0043523868256331
PHRF1,SMG9,0.0204466507771044
MAP4,SMG9,0.0324599003090267
TRIM28,SMG9,0.0128571773443492
SPEN,HSPB8,0.0060643787520244
SRRM2,HSPB8,0.0087788704420421
TJP1,HSPB8,0.0067288619296955
IRS2,HSPB8,0.0080171714499512
TCOF1,HSPB8,0.0013872454976629
PRRC2C,HSPB8,0.0041039747108755
NHSL3,HSPB8,0.0024924438766839
NES,HSPB8,0.00717456841413
PHLDB1,HSPB8,0.0525042079324285
NUP214,HSPB8,0.0008412571866806
KMT2D,CAMK2G,0.0200696234701434
PLEC,CAMK2G,0.0119451686019792
SRRM2,CAMK2G,0.0173368028807327
NUMA1,CAMK2G,0.0093718522388645
ABLIM1,CAMK2G,0.0064511155012786
NIPBL,CAMK2G,0.0056810038306224
FARP1,CAMK2G,0.0221292415847014
NHSL3,CAMK2G,0.0165822286186745
PHRF1,CAMK2G,0.0192088489444039
TRIM28,CAMK2G,0.00610711066328
PHLDB1,CAMK2G,0.0093555148831058
KMT2D,NFIB,0.0405776054003809
AHNAK2,NFIB,0.0096987337922612
SRRM2,NFIB,0.0173134863690296
ATXN2L,NFIB,0.015555514780181
PLEC,NFIB,0.0158552741655076
AKAP9,NFIB,0.0036411127076697
NHSL3,NFIB,0.0030706667251032
TJP1,NFIB,0.0106943281878123
ABLIM1,NFIB,0.0069263376091807
TTN,EIF3F,0.0039419723115283
HUWE1,EIF3F,0.0073162511570806
FLNC,EIF3F,0.0083898758462992
KMT2D,EIF3F,0.0217528456813443
SRRM2,EIF3F,0.0210052526176706
NIPBL,EIF3F,0.0194658071801851
NUP214,EIF3F,0.0067587088630444
MDC1,EIF3F,0.0355009108662611
PCBP1,AMBRA1,0.0031049107875709
NEB,AMBRA1,0.0007104421372854
NCOR1,AMBRA1,0.0043638209604703
HUWE1,AMBRA1,0.0027184417390369
MAP1S,AMBRA1,0.0091082936707062
LMO7,AMBRA1,0.0016693901824587
SPEN,AMBRA1,0.0017645068861971
XIRP1,AMBRA1,0.0036025520866314
ABLIM1,AMBRA1,0.0218489666509321
FARP1,AMBRA1,0.0014692097315711
EIF3A,VAMP5,0.0047737177278366
BCL11B,VAMP5,0.0022634985824744
POU2F1,VAMP5,0.0015700009063962
SLX4,VAMP5,0.0050743075323546
LRRFIP2,DEF6,0.002548461035976
SRGAP1,DEF6,0.0033193691761397
PLEC,DEF6,0.0069731986450334
ABLIM1,DEF6,0.0011770102294296
NCOR1,DEF6,0.0195070298093599
PRRC2C,DEF6,0.0016400348226579
AHCTF1,DEF6,0.0015640366789701
NCOR2,DEF6,0.0026343307747575
WASHC2A,DEF6,0.0067652832939462
MAP1S,NES,0.0020230199149938
CAMK2B,NES,0.0263170938461114
ABLIM1,NES,0.0017401158441505
BRD8,NES,0.0048641967244828
WASHC2A,NES,0.0017161407646599
MYH3,NES,0.0082086212998759
CEP170B,NES,0.0036555312585002
XIRP1,NES,0.0123954023607687
NCL,NES,0.0018976047691665
NEB,ZC3H14,0.0023899143990549
WASHC2A,ZC3H14,0.0014695505854638
BRD8,ZC3H14,0.0267571218301444
BAG3,ZC3H14,0.0204136775755004
DES,ZC3H14,0.0006050281698844
HRC,ZC3H14,0.0012700816905181
PPIG,ZC3H14,0.0009915360222448
EIF4B,ZC3H14,0.0052220138877862
MAP1S,ZC3H14,0.0015038581714475
CALD1,ZC3H14,0.001937159661609
NCL,ZC3H14,0.0053041865114807
BRD8,PHLDB2,0.0385504833301562
BAG3,PHLDB2,0.0097567034706192
ABLIM1,PHLDB2,0.007428881680383
EIF4B,PHLDB2,0.0182635958515496
PRAG1,PHLDB2,0.0022825254757859
USP24,PHLDB2,0.0009327777554712
CALD1,PHLDB2,0.0104240155071441
CAST,PHLDB2,0.0025450432448191
LIN52,ZC3H12C,0.0015338886783352
WASHC2A,ZC3H12C,0.014130022903813
EIF4B,ZC3H12C,0.0122792515733428
TCOF1,ZC3H12C,0.0037865122800021
LMO7,ZC3H12C,0.0064677398231584
RANBP1,ZC3H12C,0.0029642591409719
AHCTF1,ZC3H12C,0.0011228501351569
NCOR1,ZC3H12C,0.0009240206218649
BCL11B,ZC3H12C,0.0006424786380272
NIPBL,ZC3H12C,0.0115262307582789
KMT2D,PPHLN1,0.0128829776068482
SRRM2,PPHLN1,0.0161830804991735
LARP1,PPHLN1,0.0091490202539802
CDC42BPA,PPHLN1,0.0068174885480847
PHRF1,PPHLN1,0.0095943192422098
TRIM28,PPHLN1,0.0203423587255423
MAP4,PPHLN1,0.0148097254887724
PHLDB1,PPHLN1,0.0086461256116561
BAG3,PPHLN1,0.0245192876114265
EIF4B,PPHLN1,0.033667566984102
TCOF1,DMXL2,0.0059266181140301
HUWE1,DMXL2,0.0085790982409334
ADAR,DMXL2,0.0068340712840824
KMT2D,DMXL2,0.0329539789234094
PLEC,DMXL2,0.0043662447508772
PRRC2A,DMXL2,0.0112225140195612
LARP1,DMXL2,0.010705629940483
NELFE,DMXL2,0.0074914729446216
SRRM2,DMXL2,0.0096603167366564
TCOF1,STRN4,0.0062591941178508
SRRM2,STRN4,0.0045171831947869
MDC1,STRN4,0.002624259363201
KMT2D,STRN4,0.0135083504629479
GPATCH8,STRN4,0.0054498877528935
PLEC,STRN4,0.0197755968796165
PRRC2C,STRN4,0.0040883854473464
LARP1,STRN4,0.0026693251759781
AKAP9,STRN4,0.0230790679617914
CDC42BPA,STRN4,0.0012161927900794
TTN,BRD7,0.0091542763313557
NEB,BRD7,0.0012620168159941
XIRP2,BRD7,0.0048269982515045
LMO7,BRD7,0.0025670360196788
EZHIP,BRD7,0.003655049479696
ESAM,BRD7,0.0038310183324267
NACA,BRD7,0.0057337271040221
HBA1,BRD7,0.0062910685981998
SYNPO2L,BRD7,0.0026887083948908
NCOR2,BRD7,0.0151827064544703
PRRC2A,BRD7,0.0121954752552298
PPP1R13B,BRD7,0.0036182595057695
IRS2,PCBP1,0.0350984649849819
NES,PCBP1,0.0077815328756588
PHLDB1,PCBP1,0.0114879912076531
EIF4G1,PCBP1,0.0201703693067194
PHACTR4,PCBP1,0.0092852247637775
PHIP,PCBP1,0.0106452793479604
SORBS3,PCBP1,0.0244433772541715
UBE4B,PCBP1,0.0038489653119945
FLNC,PCBP1,0.0061279359526984
CHD4,PCBP1,0.0050353546078054
HUWE1,TAGLN2,0.003001856029672
WASHC2A,TAGLN2,0.0014054724752793
NCOR1,TAGLN2,0.0021141600935444
LMO7,TAGLN2,0.0011897360718135
ABLIM1,TAGLN2,0.0265661949078243
MAP1S,TAGLN2,0.0072820907193879
RCSD1,TAGLN2,0.0071215782464554
TCOF1,TAGLN2,0.0046626251692946
BRD8,TAGLN2,0.0009179265575541
NCOR2,JUND,0.0022012328711299
AHNAK2,JUND,0.0041645299044443
NEB,JUND,0.0009224562573153
ADAR,JUND,0.0112422743214836
HUWE1,JUND,0.0326472744201034
NES,JUND,0.0055497870419259
MAST4,JUND,0.003602097421672
KMT2D,JUND,0.02769685387058
LMO7,LDB1,0.0025754586992438
NCOR1,LDB1,0.0158001995952323
SPEN,LDB1,0.0040341340638927
NES,LDB1,0.0007483326837586
KMT2D,LDB1,0.0243019812852088
PLEKHA6,LDB1,0.0057464237128636
IRS2,LDB1,0.001299323163604
PRRC2A,LDB1,0.0045372224863584
NELFE,LDB1,0.0136018101646565
CA2,LDB1,0.0006642517854389
PLEC,CAVIN1,0.0346590750153426
PLEKHA6,CAVIN1,0.0106401753003262
TJP1,CAVIN1,0.0095391227801622
NES,CAVIN1,0.0238636092241768
TRIM28,CAVIN1,0.006503900281472
PHLDB1,CAVIN1,0.0388540775331161
MAP1S,CAVIN1,0.0048527041380967
SRGAP1,CAVIN1,0.0098241966070587
MED1,CAVIN1,0.0279524276611066
PHKA1,TBC1D2,0.0105733218017819
TCOF1,TBC1D2,0.0116742723878007
AHNAK2,TBC1D2,0.0017305206289136
PLEC,TBC1D2,0.0247806891904172
KMT2D,TBC1D2,0.0560532940829113
CA2,TBC1D2,0.0037859703771853
SRRM2,TBC1D2,0.002721487950752
NUMA1,TBC1D2,0.0261801348591751
LARP1,TBC1D2,0.008927476752799
LMO7,CBY1,0.0017389306462938
HUWE1,CBY1,0.0026272134961802
AHNAK2,CBY1,0.0147751882743288
SRRM2,CBY1,0.0047548178454323
PLEC,CBY1,0.0058554482228826
ATXN2L,CBY1,0.0049884337101145
ASXL2,CBY1,0.000947055604041
NUP214,CBY1,0.0117366199749611
NCOR2,CBY1,0.0255738386264621
PLEKHA6,CBY1,0.0384008327932451
SPEN,USP15,0.0036834221461648
PRRC2A,USP15,0.0120515089601503
LRRFIP2,USP15,0.0138671305287491
IRS2,USP15,0.0241067634970644
PLEKHA6,USP15,0.0279585967117692
PCBP1,USP15,0.0069603632295159
NIPBL,USP15,0.0082712327507583
TJP1,USP15,0.0039474872707564
RIF1,USP15,0.0142407165357257
UBE4B,USP15,0.0032679326298641
PPFIA1,C6orf47,0.0018246941526891
NAV3,C6orf47,0.0005562236034156
AHNAK2,C6orf47,0.0161272683685902
LMO7,TANC1,0.0006043211180922
TCOF1,TANC1,0.0036964987121203
AHNAK2,TANC1,0.0184438886389869
SRRM2,TANC1,0.0164430829976471
KMT2D,TANC1,0.0366712934613938
NACA,TANC1,0.0012591124223245
PLEKHA6,TANC1,0.0216250499431402
FARP1,TANC1,0.001852833858505
NES,TANC1,0.0016022074942434
NHSL3,TANC1,0.0152972790312493
PCBP1,TANC1,0.0013851367843448
HUWE1,PRKDC,0.0030738962678912
TCOF1,PRKDC,0.0006967436353065
MDC1,PRKDC,0.0049681410928899
KMT2D,PRKDC,0.031663270040522
CLASP1,PRKDC,0.0012882537516455
SRRM2,PRKDC,0.0308494360441365
NUMA1,PRKDC,0.0305813384244939
NIPBL,PRKDC,0.0231887437580152
NHSL3,PRKDC,0.0041767076771684
ABLIM1,VCL,0.0018578006264317
EIF4B,VCL,0.0471415396983539
KMT2D,VCL,0.0060761706172704
PLEC,VCL,0.0472516843387379
NCL,VCL,0.0236892632396879
USP24,VCL,0.0048227561623989
PCBP2,VCL,0.0174555172678801
NCOR2,VCL,0.0042385221861528
NHSL3,VCL,0.0024868200373631
NOLC1,VCL,0.0128403375374798
SYNPO,VCL,0.0256497801294013
HUWE1,RUNX1,0.0053996241880423
ADAR,RUNX1,0.0032393759172386
KMT2D,RUNX1,0.0344969533577433
GPATCH8,RUNX1,0.0035532047770894
CLASP1,RUNX1,0.0124930215461659
SRRM2,RUNX1,0.026966373900477
NELFE,RUNX1,0.0058292059518236
NUMA1,RUNX1,0.0271896167632704
NIPBL,RUNX1,0.0103188209874881
KMT2D,MYOZ2,0.0155829658141417
MKI67,MYOZ2,0.0394816646382052
BRD8,MYOZ2,0.0082520843536802
KIF13B,MYOZ2,0.0073429544088288
RBM33,MYOZ2,0.0082373665255701
SPEN,S100A11,0.010609435024887
BAG3,S100A11,0.0050692826528368
EIF4B,S100A11,0.0011202614543661
MAP1S,S100A11,0.0128990185499218
PPIG,S100A11,0.0047662201714738
MDC1,S100A11,0.0029772052995886
USP24,S100A11,0.0065676937015919
PLEKHA6,S100A11,0.0172999312291334
SASH1,S100A11,0.0304514523093973
KMT2D,S100A11,0.0150154876578508
LMO7,MCRS1,0.0068031531820248
HUWE1,MCRS1,0.0025688502396218
MDC1,MCRS1,0.0185821511923421
PRRC2A,MCRS1,0.0014432237445488
KMT2D,MCRS1,0.0228537165242856
CLASP1,MCRS1,0.000960748000812
MAP1S,MCRS1,0.0127599516289977
PLEC,MCRS1,0.0037102901582657
ARPP19,MCRS1,0.003472520458321
MAP1S,KIF26A,0.0219048682305387
SHANK3,KIF26A,0.0006923022480761
SASH1,KIF26A,0.0180040875611833
RTN4,KIF26A,0.0068512935321399
CDK17,KIF26A,0.0046516944165238
TTN,ANKRD54,0.0011670517562206
NCOR1,ANKRD54,0.003815565723082
SHANK2,ANKRD54,0.0015405457842467
HRC,ANKRD54,0.013525925893068
SPEG,ANKRD54,0.0055182987094564
SPEN,ANKRD54,0.0039652707595256
ATP2A2,ANKRD54,0.0146561808179611
NHSL1,ANKRD54,0.0055253691122985
CUX1,ANKRD54,0.0457951736340049
NES,ANKRD54,0.0004446191803956
ABLIM1,DAPK3,0.001652300900493
PPIG,DAPK3,0.0019201115653708
MDH2,DAPK3,0.0002539491155525
USP24,DAPK3,0.0079509584818542
SASH1,DAPK3,0.0014913218684576
TP53BP2,DAPK3,0.0069511331032283
PRAG1,DAPK3,0.0698365584935502
NCL,DAPK3,0.0083021537208871
SCAF11,DAPK3,0.0048305108148776
SYNPO2L,CDK14,0.0024679527038894
PLEC,CDK14,0.0077503198778545
KMT2D,CDK14,0.0052346528215054
TNS1,CDK14,0.014916106126031
EIF4G1,CDK14,0.0194175372724862
SRRM2,CDK14,0.0037504862580434
MDC1,CDK14,0.0060038110972013
PRRC2A,CDK14,0.0062886417320425
MAP4K4,CDK14,0.0467446902067133
NHSL3,CDK14,0.0038666213938506
LMO7,YLPM1,0.0009507488067152
TCOF1,YLPM1,0.0023810819781726
HUWE1,YLPM1,0.0043454632660184
ADAR,YLPM1,0.003491306241854
PRRC2A,YLPM1,0.0039434495252089
PLEC,YLPM1,0.0046661007096783
KMT2D,YLPM1,0.048400159627126
AHCTF1,YLPM1,0.0096972959363642
NCOR2,YLPM1,0.0211042320844881
LMO7,SEC16A,0.0013808981918717
KMT2D,SEC16A,0.0147942530945573
SRRM2,SEC16A,0.0490599241873302
PLEC,SEC16A,0.0357570380814019
NHSL3,SEC16A,0.0082881295639908
RIF1,SEC16A,0.0207712740658009
TP53BP1,SEC16A,0.0331690043537224
EIF4G1,SEC16A,0.0274596912732225
MAST4,SEC16A,0.0055681975980517
CAST,MCRIP2,0.0090756710548834
CAMK2B,MCRIP2,0.0066483966619717
MICAL3,MCRIP2,0.0105691265477972
USP24,MCRIP2,0.0460952267472482
SEC16A,MCRIP2,0.0011953148163122
APC,MCRIP2,0.0032073959378401
CAMSAP2,MCRIP2,0.020397085308899
PPIG,MCRIP2,0.0044297586305364
LMO7,HYCC1,0.0032164684571347
NCOR1,HYCC1,0.0070024666553765
TCOF1,HYCC1,0.0060908808157884
AHNAK2,HYCC1,0.0075563141506239
SPEN,HYCC1,0.0028687824232389
PRRC2A,HYCC1,0.0044242950567954
LARP1,HYCC1,0.0068374477761044
GPATCH8,HYCC1,0.0149870673802203
SRRM2,HYCC1,0.0048775036020069
MDC1,HYCC1,0.0019097443009784
BRD8,CDC42BPA,0.0053764976770343
BCL11B,CDC42BPA,0.0010901391621691
MYH7,CDC42BPA,0.0011564785461304
CAMK2B,CDC42BPA,0.001019427569438
ABLIM1,CDC42BPA,0.0066440097439598
CKM,CDC42BPA,0.0004423724264291
CEP170B,CDC42BPA,0.0133158530932507
BAG3,CDC42BPA,0.0088416783291419
CAST,CDC42BPA,0.0075679226430516
CAMSAP1,CDC42BPA,0.0038777383647852
KMT2D,NUP107,0.0121485116779939
IRS2,NUP107,0.0242538629362386
PLEKHA6,NUP107,0.0210088207950835
RIF1,NUP107,0.0070039506131764
PHRF1,NUP107,0.0277315529047748
TP53BP1,NUP107,0.0173280996985041
ASXL2,NUP107,0.0099696283862993
RASAL2,NUP107,0.0088340831517626
HDGFL2,NUP107,0.0147377355263682
BIN2,CCDC9B,0.0019741531326299
TCOF1,CCDC9B,0.0062595820147803
BAG3,CCDC9B,0.00206209658721
SPEN,CCDC9B,0.0091128312108592
PPIG,CCDC9B,0.0285937326915661
ABLIM1,CCDC9B,0.0017882153910339
EIF4B,CCDC9B,0.0048094407310361
HUWE1,SRP68,0.0013042366965722
AHNAK2,SRP68,0.0049457598387166
SPEN,SRP68,0.0019363788014689
DMD,SRP68,0.0014586561185341
ABLIM1,SRP68,0.0010416615134798
PLEC,SRP68,0.0170394989427379
GPATCH8,SRP68,0.0010248292047507
MDC1,SRP68,0.0264556215298826
NES,SRP68,0.0108873594376106
PLEKHA6,SRP68,0.0008560939251149
KMT2D,BOD1L1,0.0289175117268238
CKM,BOD1L1,0.0126779564663869
SRRM2,BOD1L1,0.0337017559298315
IRS2,BOD1L1,0.0025557688086751
NUMA1,BOD1L1,0.0108720718353851
PLEKHA6,BOD1L1,0.0284984367101557
NES,BOD1L1,0.022436515763809
RIF1,BOD1L1,0.0144344192490987
CAVIN4,BOD1L1,0.0106033846120234
TP53BP1,BOD1L1,0.0135020111362332
KMT2D,RPRD1B,0.0361553663778464
CLASP1,RPRD1B,0.0083253826419386
PLEKHA6,RPRD1B,0.0172763096844338
IRS2,RPRD1B,0.0140757820156973
PCBP1,RPRD1B,0.0042171875728451
CDC42BPA,RPRD1B,0.0056092427133343
RIF1,RPRD1B,0.0063307045444975
MAP1S,RPRD1B,0.0362032923127869
NACA,RPRD1B,0.0056960875431312
FOXJ3,ZBTB34,0.0014652010049504
SHANK3,ZBTB34,0.0011527459489501
BDP1,ZBTB34,0.0039726276497712
GOLGB1,ZBTB34,0.0033231751022104
AHNAK2,ZBTB34,0.0027240518115758
GPATCH8,MTCL2,0.0107040864148446
KMT2D,MTCL2,0.0293382165424477
CLASP1,MTCL2,0.0082689468813829
SRRM2,MTCL2,0.0144355205140029
PLEKHA6,MTCL2,0.0391962105648504
NCOR2,MTCL2,0.0034938920859004
IRS2,MTCL2,0.0035939715106857
