Feature,TargetFeature,SHAPValue,LogSHAPValue
PRRC2A,MCRS1,0.0014432237445488,-6.540875956082833
KMT2D,MCRS1,0.0228537165242856,-3.7786415261025654
CLASP1,MCRS1,0.000960748000812,-6.947798409383313
MAP1S,MCRS1,0.0127599516289977,-4.36144379190358
PLEC,MCRS1,0.0037102901582657,-5.596645195645897
ARPP19,MCRS1,0.003472520458321,-5.662874591828004
MAP1S,KIF26A,0.0219048682305387,-3.821046373231346
SHANK3,KIF26A,0.0006923022480761,-7.275487923028453
SASH1,KIF26A,0.0180040875611833,-4.017156460133856
RTN4,KIF26A,0.0068512935321399,-4.983317807726684
CDK17,KIF26A,0.0046516944165238,-5.370523735106742
TTN,ANKRD54,0.0011670517562206,-6.753274576857714
NCOR1,ANKRD54,0.003815565723082,-5.568666336096084
SHANK2,ANKRD54,0.0015405457842467,-6.475618519988343
HRC,ANKRD54,0.013525925893068,-4.303146998694908
SPEG,ANKRD54,0.0055182987094564,-5.19968567100662
SPEN,ANKRD54,0.0039652707595256,-5.530181138830688
ATP2A2,ANKRD54,0.0146561808179611,-4.222893133656416
NHSL1,ANKRD54,0.0055253691122985,-5.198405226154016
CUX1,ANKRD54,0.0457951736340049,-3.0835765725849713
NES,ANKRD54,0.0004446191803956,-7.718292416573892
ABLIM1,DAPK3,0.001652300900493,-6.4055864773138325
PPIG,DAPK3,0.0019201115653708,-6.255371987666633
MDH2,DAPK3,0.0002539491155525,-8.278376643485439
USP24,DAPK3,0.0079509584818542,-4.834462793827877
SASH1,DAPK3,0.0014913218684576,-6.508092392279986
TP53BP2,DAPK3,0.0069511331032283,-4.968850596258705
PRAG1,DAPK3,0.0698365584935502,-2.6615976456759647
NCL,DAPK3,0.0083021537208871,-4.791240313395622
SCAF11,DAPK3,0.0048305108148776,-5.33280305813589
SYNPO2L,CDK14,0.0024679527038894,-6.004366336862736
PLEC,CDK14,0.0077503198778545,-4.860021161906782
KMT2D,CDK14,0.0052346528215054,-5.252454755577942
TNS1,CDK14,0.014916106126031,-4.205313701778632
EIF4G1,CDK14,0.0194175372724862,-3.941578638141674
SRRM2,CDK14,0.0037504862580434,-5.585869778594518
MDC1,CDK14,0.0060038110972013,-5.115360828530453
PRRC2A,CDK14,0.0062886417320425,-5.0690101724401195
MAP4K4,CDK14,0.0467446902067133,-3.063054608163989
NHSL3,CDK14,0.0038666213938506,-5.555374178093387
LMO7,YLPM1,0.0009507488067152,-6.9582606662550885
TCOF1,YLPM1,0.0023810819781726,-6.040200281926226
HUWE1,YLPM1,0.0043454632660184,-5.438622905460793
ADAR,YLPM1,0.003491306241854,-5.657479331460063
PRRC2A,YLPM1,0.0039434495252089,-5.535699424698723
PLEC,YLPM1,0.0046661007096783,-5.3674315218870845
KMT2D,YLPM1,0.048400159627126,-3.028252167183874
AHCTF1,YLPM1,0.0096972959363642,-4.635908201783215
NCOR2,YLPM1,0.0211042320844881,-3.8582816858875812
LMO7,SEC16A,0.0013808981918717,-6.585021127857779
KMT2D,SEC16A,0.0147942530945573,-4.213516478043555
SRRM2,SEC16A,0.0490599241873302,-3.01471278545812
PLEC,SEC16A,0.0357570380814019,-3.3310081598085164
NHSL3,SEC16A,0.0082881295639908,-4.792930960866302
RIF1,SEC16A,0.0207712740658009,-3.874184301338418
TP53BP1,SEC16A,0.0331690043537224,-3.4061394429427057
EIF4G1,SEC16A,0.0274596912732225,-3.5950361214869218
MAST4,SEC16A,0.0055681975980517,-5.190683868423871
CAST,MCRIP2,0.0090756710548834,-4.702157956123355
CAMK2B,MCRIP2,0.0066483966619717,-5.013379556847389
MICAL3,MCRIP2,0.0105691265477972,-4.549818117538369
USP24,MCRIP2,0.0460952267472482,-3.0770458756147447
SEC16A,MCRIP2,0.0011953148163122,-6.729345683681382
APC,MCRIP2,0.0032073959378401,-5.742295905386564
CAMSAP2,MCRIP2,0.020397085308899,-3.8923632653546143
PPIG,MCRIP2,0.0044297586305364,-5.419410181615696
LMO7,HYCC1,0.0032164684571347,-5.739471273741531
NCOR1,HYCC1,0.0070024666553765,-4.961492812658342
TCOF1,HYCC1,0.0060908808157884,-5.100962574584311
AHNAK2,HYCC1,0.0075563141506239,-4.885371753893764
SPEN,HYCC1,0.0028687824232389,-5.853867582000936
PRRC2A,HYCC1,0.0044242950567954,-5.420644322412082
LARP1,HYCC1,0.0068374477761044,-4.985340749127279
GPATCH8,HYCC1,0.0149870673802203,-4.200567624418242
SRRM2,HYCC1,0.0048775036020069,-5.323121746972785
MDC1,HYCC1,0.0019097443009784,-6.260785919718798
BRD8,CDC42BPA,0.0053764976770343,-5.225718106192877
BCL11B,CDC42BPA,0.0010901391621691,-6.821449919175654
MYH7,CDC42BPA,0.0011564785461304,-6.762375627151919
CAMK2B,CDC42BPA,0.001019427569438,-6.888514015654564
ABLIM1,CDC42BPA,0.0066440097439598,-5.014039620651821
CKM,CDC42BPA,0.0004423724264291,-7.7233584369384
CEP170B,CDC42BPA,0.0133158530932507,-4.318799991678466
BAG3,CDC42BPA,0.0088416783291419,-4.728278564115228
CAST,CDC42BPA,0.0075679226430516,-4.8838366688688915
CAMSAP1,CDC42BPA,0.0038777383647852,-5.552503190970601
KMT2D,NUP107,0.0121485116779939,-4.410548612337145
IRS2,NUP107,0.0242538629362386,-3.7191793779452236
PLEKHA6,NUP107,0.0210088207950835,-3.8628128915888027
RIF1,NUP107,0.0070039506131764,-4.961280915814631
PHRF1,NUP107,0.0277315529047748,-3.5851844200290124
TP53BP1,NUP107,0.0173280996985041,-4.055425835132938
ASXL2,NUP107,0.0099696283862993,-4.608211968892691
RASAL2,NUP107,0.0088340831517626,-4.729137953155407
HDGFL2,NUP107,0.0147377355263682,-4.217344031813393
BIN2,CCDC9B,0.0019741531326299,-6.227615766192432
TCOF1,CCDC9B,0.0062595820147803,-5.073641866901268
BAG3,CCDC9B,0.00206209658721,-6.1840320529664545
SPEN,CCDC9B,0.0091128312108592,-4.698071835437198
PPIG,CCDC9B,0.0285937326915661,-3.554567721828804
ABLIM1,CCDC9B,0.0017882153910339,-6.326537144702054
EIF4B,CCDC9B,0.0048094407310361,-5.337174473758463
HUWE1,SRP68,0.0013042366965722,-6.642137316173444
AHNAK2,SRP68,0.0049457598387166,-5.309224667730528
SPEN,SRP68,0.0019363788014689,-6.246935647351294
DMD,SRP68,0.0014586561185341,-6.530239733909021
ABLIM1,SRP68,0.0010416615134798,-6.866938231533511
PLEC,SRP68,0.0170394989427379,-4.072221162782199
GPATCH8,SRP68,0.0010248292047507,-6.8832293097875175
MDC1,SRP68,0.0264556215298826,-3.632286609048962
NES,SRP68,0.0108873594376106,-4.520152847324459
PLEKHA6,SRP68,0.0008560939251149,-7.0631304622404265
KMT2D,BOD1L1,0.0289175117268238,-3.543307925267911
CKM,BOD1L1,0.0126779564663869,-4.36789050491791
SRRM2,BOD1L1,0.0337017559298315,-3.3902053382384514
IRS2,BOD1L1,0.0025557688086751,-5.969402196997838
NUMA1,BOD1L1,0.0108720718353851,-4.521557994779746
PLEKHA6,BOD1L1,0.0284984367101557,-3.557906045487212
NES,BOD1L1,0.022436515763809,-3.797065479375588
RIF1,BOD1L1,0.0144344192490987,-4.238139698813829
CAVIN4,BOD1L1,0.0106033846120234,-4.546582025809401
TP53BP1,BOD1L1,0.0135020111362332,-4.304916631578826
KMT2D,RPRD1B,0.0361553663778464,-3.3199298938746504
CLASP1,RPRD1B,0.0083253826419386,-4.788446281176268
PLEKHA6,RPRD1B,0.0172763096844338,-4.058419098341996
IRS2,RPRD1B,0.0140757820156973,-4.263299545881892
PCBP1,RPRD1B,0.0042171875728451,-5.468586825044466
CDC42BPA,RPRD1B,0.0056092427133343,-5.183339557269791
RIF1,RPRD1B,0.0063307045444975,-5.062343746571448
MAP1S,RPRD1B,0.0362032923127869,-3.318605216418877
NACA,RPRD1B,0.0056960875431312,-5.167975735761074
FOXJ3,ZBTB34,0.0014652010049504,-6.525762841180516
SHANK3,ZBTB34,0.0011527459489501,-6.765608401132083
BDP1,ZBTB34,0.0039726276497712,-5.5283275267100205
GOLGB1,ZBTB34,0.0033231751022104,-5.706834596983396
AHNAK2,ZBTB34,0.0027240518115758,-5.905634870473481
GPATCH8,MTCL2,0.0107040864148446,-4.537129702493146
KMT2D,MTCL2,0.0293382165424477,-3.528864293989149
CLASP1,MTCL2,0.0082689468813829,-4.795248120088729
SRRM2,MTCL2,0.0144355205140029,-4.238063407355394
PLEKHA6,MTCL2,0.0391962105648504,-3.239175206122515
NCOR2,MTCL2,0.0034938920859004,-5.656738953293777
IRS2,MTCL2,0.0035939715106857,-5.628497417562121
CDC42BPA,MTCL2,0.0018340022129937,-6.301254698499901
NHSL3,MTCL2,0.0035241172317129,-5.648125304800659
RIF1,MTCL2,0.0208866146677083,-3.8686467717059854
PRRC2A,SLC9A1,0.002272843491487,-6.08672359196544
MAP1S,SLC9A1,0.0415676609002936,-3.180432796237634
PPIG,SLC9A1,0.0062082500644369,-5.081876215914265
NCL,SLC9A1,0.0107246928073062,-4.535206457253678
NES,SLC9A1,0.0116924198476648,-4.448814523408913
USP24,SLC9A1,0.0861195090686826,-2.4520193070516587
CALD1,SLC9A1,0.0099170636093586,-4.61349840862522
BRD8,SLC9A1,0.0037436356668436,-5.587698036308137
THRAP3,SLC9A1,0.007263557764521,-4.924885519971318
SYNPO,SLC9A1,0.0097472517771556,-4.630769902714599
NEB,EXOSC7,0.0012649654874457,-6.672710439826452
WASHC2A,EXOSC7,0.001495009904569,-6.5056224470316675
BAG3,EXOSC7,0.0064751766542049,-5.039779389266009
BRD8,EXOSC7,0.0381749594406581,-3.265575490336208
PPIG,EXOSC7,0.0014272363690667,-6.552015313653023
ABLIM1,EXOSC7,0.0034620072822287,-5.665906718755838
LMO7,EXOSC7,0.0024620348212324,-6.006767107846132
EIF4B,EXOSC7,0.0008407512496952,-7.081214720939767
USP24,EXOSC7,0.0016632645451924,-6.398973014337737
CALD1,EXOSC7,0.0015600612083066,-6.463030222396433
TCOF1,CENPB,0.0014957046431967,-6.505157849940169
PRRC2A,CENPB,0.0074105949929891,-4.904844546947743
NES,CENPB,0.0151571168700448,-4.189285096930636
NACA,CENPB,0.0071920026876081,-4.934785608118769
ABLIM1,CENPB,0.0081407662331161,-4.810870971565366
IRS2,CENPB,0.0258004618713314,-3.657362885225215
PLEKHA6,CENPB,0.0179752379849251,-4.018760135689369
PPIG,CENPB,0.0280242311424968,-3.5746857451015255
PSMA5,STT3B,0.0001991657722842,-8.521373053460065
LMO7,STT3B,0.0018631870805279,-6.285466773441423
CKM,STT3B,0.0012674313131647,-6.6707630147643915
SRGAP1,STT3B,0.0040987761863101,-5.497066840973101
RICTOR,STT3B,0.002600350128008,-5.952109178402705
HUWE1,CEP112,0.0219605112817511,-3.818509380200586
LMO7,CEP112,0.0003925510706625,-7.842843912868628
TCOF1,CEP112,0.0011245640935133,-6.790359790845216
AHNAK2,CEP112,0.008332094970917,-4.787640357314599
ADAR,CEP112,0.0079003955923758,-4.840842445778593
NCOR1,CEP112,0.0025943818776488,-5.954406988175642
MDC1,CEP112,0.0109188030101492,-4.517268929128683
SPEN,CEP112,0.0026205871419056,-5.944356886351808
ATXN2L,CEP112,0.0007163891539858,-7.2412870274989665
ABLIM1,CEP112,0.0046347059904258,-5.3741825144625865
NCOR1,PTDSS2,0.005226335993692,-5.254044821242405
GPATCH8,PTDSS2,0.0028670337022809,-5.854477336907269
PLEKHA6,PTDSS2,0.0110466603940069,-4.505627123484801
IRS2,PTDSS2,0.0041454058175286,-5.4857545898727915
ATXN2L,PTDSS2,0.0090202980915195,-4.708277897613374
SRRM2,PTDSS2,0.0047506463391217,-5.349474598798418
PPIG,PTDSS2,0.1135104117345269,-2.1758607129240763
EIF4B,PTDSS2,0.0058633268854374,-5.139038108599384
BAG3,PTDSS2,0.0030649902803435,-5.787710880775663
MAP1S,PTDSS2,0.0075153777716689,-4.890803988022826
LSP1,FLII,0.0011340257664206,-6.781981352223424
GPN1,FLII,0.0008361903899462,-7.086654231638105
ARHGAP30,FLII,0.0039379208771942,-5.537102391096509
HUWE1,FLII,0.0005178379849625,-7.565848134970301
PPIG,FLII,0.0028534034827261,-5.859242792731245
NCOR1,FLII,0.008855717427464,-4.726691991552786
LMO7,FLII,0.0030271296905106,-5.8001404052912795
ABLIM1,FLII,0.005819335004966,-5.146569284082118
WASHC2A,FLII,0.0260785724851455,-3.6466412794207765
IRS2,HMGN3,0.0044541469497607,-5.413919717929491
SRRM2,HMGN3,0.0263132522859407,-3.6376825775086843
USP10,HMGN3,0.0063590731401256,-5.0578726449347995
FARP1,HMGN3,0.0041034918922284,-5.495916986715054
PLEKHA6,HMGN3,0.0452454394546033,-3.095653399449034
RIF1,HMGN3,0.016461796822785,-4.106712926702905
NHSL3,HMGN3,0.0150479139259999,-4.196515906962559
TP53BP1,HMGN3,0.0387796607942201,-3.249859376131618
SPEN,ZNF740,0.0029791533353263,-5.8161161344956405
AHNAK2,ZNF740,0.0081165156026556,-4.8138543298773175
SRRM2,ZNF740,0.0136178973381935,-4.29637037063435
KMT2D,ZNF740,0.0490757770620229,-3.0143897047723196
IRS2,ZNF740,0.0033127331157092,-5.7099817155922485
PLEKHA6,ZNF740,0.0259406446078382,-3.6519442504473822
TJP1,ZNF740,0.0183446650504983,-3.998416479695445
TRIM28,ZNF740,0.0324540021512879,-3.4279315105774986
CLSPN,ZNF740,0.0045762217901546,-5.386881557950992
TCOF1,SF3B2,0.0099160931728286,-4.613596268642304
SRRM2,SF3B2,0.0152385035091403,-4.1839299284833755
NCOR2,SF3B2,0.0139697001745376,-4.270864568038241
ATXN2L,SF3B2,0.0103429789895255,-4.5714473479599445
PLEKHA6,SF3B2,0.0381448418907955,-3.266364736400809
PHLDB1,SF3B2,0.022371295492884,-3.799976593092387
TP53BP1,SF3B2,0.0490839758704643,-3.0142226544647235
EIF4G1,SF3B2,0.0338554746461516,-3.385654560170821
HDGFL2,SF3B2,0.0080688079424091,-4.819749522306449
LMO7,CCDC88A,0.0038399414672974,-5.5622981553899775
HUWE1,CCDC88A,0.0040678541359943,-5.504639657880594
TCOF1,CCDC88A,0.014119494343722,-4.2601988589094155
AHNAK2,CCDC88A,0.0023450001225736,-6.055469824813704
KMT2D,CCDC88A,0.0534779201943401,-2.9284864169148523
MDC1,CCDC88A,0.006625413758077,-5.016842455010666
PLEC,CCDC88A,0.0062724196777758,-5.071593085261917
TJP1,CCDC88A,0.0017587728018332,-6.343138984824721
NCOR2,CCDC88A,0.0080357861037423,-4.823850449638261
TNS1,CCDC88A,0.0050331022710166,-5.291718731303643
TTN,CENPI,0.0007188800316314,-7.23781606864148
YWHAG,CENPI,0.0003586496086886,-7.933164666460041
MAGI1,CENPI,0.0035990209142799,-5.627093438765729
NEO1,CENPI,0.0006808535645762,-7.292163304927921
UBE2V1,CENPI,0.001958194342328,-6.23573248426919
SHROOM2,CENPI,0.0010314009459709,-6.876837259176128
SPEG,CENPI,0.0064501899803015,-5.043645694297916
NHSL1,CENPI,0.0096198332837442,-4.643928344626811
SPTB,CENPI,0.0007177217110755,-7.23942865307943
CUX1,CENPI,0.0296156215663896,-3.5194533012448717
KMT2D,CENPI,0.0157961695590195,-4.147987801314289
CKMT2,WDR44,0.0027810470889515,-5.884927771492682
ABLIM1,WDR44,0.0086433348922395,-4.750966787740318
BAG3,WDR44,0.0056031359161872,-5.184428852940714
EIF4B,WDR44,0.0134002139591973,-4.312484605048468
BRD8,WDR44,0.0088185640377801,-4.730896229725944
CAST,WDR44,0.0047230262338221,-5.355305533600818
SYNPO,WDR44,0.0064352570748377,-5.045963489262278
SVIL,WDR44,0.0063471687614573,-5.059746429842028
NCOR1,WDR44,0.0191038711093553,-3.957864288583058
SCAF11,WDR44,0.0666237261088852,-2.7086945169958443
ABLIM1,GNL1,0.0050606542990303,-5.286259495933581
MAP1S,GNL1,0.0079286563455429,-4.837271697093762
PLEKHA6,GNL1,0.0142450549657151,-4.251345452442651
SRRM2,GNL1,0.0375852139450531,-3.281144552070034
NUMA1,GNL1,0.0188279866026146,-3.9724108670105966
NCOR2,GNL1,0.0134861157330589,-4.3060945869878315
NCL,GNL1,0.0447281512236433,-3.107152194302068
PCBP2,GNL1,0.0084703811624922,-4.771179769855834
USP24,GNL1,0.0199912837246493,-3.912458914190102
ARPP19,GNL1,0.0047122610114678,-5.357587441240879
PHRF1,GNL1,0.0120427245319468,-4.419294574672385
PLEC,EPHA2,0.0234703716017369,-3.752016436192271
SRRM2,EPHA2,0.012669362665071,-4.368568588592212
PLEKHA6,EPHA2,0.0308045996743665,-3.480091260075893
NES,EPHA2,0.0395182106704746,-3.230993683684301
NHSL3,EPHA2,0.0323929812478893,-3.4298135078026855
PCBP1,EPHA2,0.0115563084403778,-4.460523805805148
EIF4B,EPHA2,0.0050230969054672,-5.293708622051688
PLEKHA5,EPHA2,0.0040318020546059,-5.513541843017927
USP24,EPHA2,0.0212082149419656,-3.853366675099317
WASHC2A,BMPR2,0.0045511525996018,-5.392374759505214
BRD8,BMPR2,0.0004088534202125,-7.802153851945516
ABLIM1,BMPR2,0.0045452308200501,-5.393676767152663
PPIG,BMPR2,0.0017577662614018,-6.3437114456680606
PRAG1,BMPR2,0.0221140767235776,-3.8115409174106967
SASH1,BMPR2,0.0063422937968283,-5.060514778358987
CALD1,BMPR2,0.0012930849775656,-6.650724460110199
PCBP2,BMPR2,0.0033151213559913,-5.709261047872201
ARPP19,BMPR2,0.0023335281634013,-6.06037392348019
NCL,BMPR2,0.0070378938831712,-4.956446317893032
CEP170B,BMPR2,0.001007467987947,-6.900315038398109
RBM20,PSMB10,0.0012838324391572,-6.65790558132887
SMTNL2,PSMB10,0.0048651927116784,-5.325648952272911
SORBS1,PSMB10,0.0107776540691041,-4.53028035600521
SYNPO2,PSMB10,0.0041586444274437,-5.482566116600048
ATP2A2,PSMB10,0.0020911083183254,-6.170061057713099
PPIG,PSMB10,0.0048978547645354,-5.3189579728853795
SVIL,PSMB10,0.0046875056587681,-5.362854680482475
SYNJ1,PSMB10,0.0796903685344645,-2.529606546982038
NEB,ISCU,0.0018975221957494,-6.267206351398265
OBSCN,ISCU,0.0025190238749905,-5.983883803692903
NACA,ISCU,0.00607707592873,-5.103231631463992
PPP1R12B,ISCU,0.0053383213792959,-5.232844023874324
COBL,ISCU,0.0031449302216619,-5.761963576146808
XIRP1,ISCU,0.0298309449183519,-3.5122090041770275
TNS1,ISCU,0.0046870124154734,-5.3629599111282
BAG6,ISCU,0.0036062436361181,-5.625088592390711
TCF4,ISCU,0.0282492646214696,-3.5666878528269232
DMD,ISCU,0.0132488061404183,-4.32384783321933
GPATCH8,FXR1,0.0143022478334759,-4.247338562917349
ABLIM1,FXR1,0.0094023509256318,-4.6667955225041196
MAP1S,FXR1,0.0095938724913416,-4.646630666449037
EIF4B,FXR1,0.0113996379723347,-4.474173680898692
BRD8,FXR1,0.0118466135092016,-4.43571323205804
PLEKHA6,FXR1,0.0101741438378076,-4.587905694898171
CLASP1,FXR1,0.014675903588485,-4.221548341842582
ARPP19,FXR1,0.0328709920891357,-3.415164709554738
ATXN2L,FXR1,0.0135825018794448,-4.298972941166082
MINK1,FXR1,0.0127454045490468,-4.362584499873056
SYNPO,FXR1,0.0238704288091271,-3.735114874438876
LMO7,FAM133B,0.0031608355737792,-5.756918864254648
NCOR1,FAM133B,0.0014155142348295,-6.5602623970662055
MDC1,FAM133B,0.0248629658858823,-3.6943758964805844
KMT2D,FAM133B,0.0019813579578476,-6.2239728320578465
GPATCH8,FAM133B,0.0134857425581838,-4.3061222584126995
CLASP1,FAM133B,0.0062389998599036,-5.076935388308432
NEB,FAM133B,0.0027032702975856,-5.913293017580633
NUMA1,FAM133B,0.0149761283644599,-4.201297787938823
IRS2,FAM133B,0.0029978449145762,-5.80986161026744
NELFE,FAM133B,0.0175346145474951,-4.043578377525237
NEB,RICTOR,0.0006895156914357,-7.279521103287622
XIRP1,RICTOR,0.0051188482394082,-5.2748258184770815
TTC7B,RICTOR,0.0009815783496581,-6.9263487209863435
TPM3,RICTOR,0.0009191761093877,-6.99203282242491
PRKAG2,RICTOR,0.0011043041271361,-6.808539891585836
CSTF3,RICTOR,0.000809874801682,-7.118630888069009
ARPP19,RICTOR,0.0009944389869974,-6.913331811982227
BRD8,RICTOR,0.0201994595532064,-3.902099429724656
PEAR1,RICTOR,0.0019403837760714,-6.2448695027540175
LMO7,RTF1,0.0117488494566688,-4.443999961767685
MDC1,RTF1,0.0077466724385247,-4.860491890590476
SRRM2,RTF1,0.0040684032788065,-5.504504671292771
PLEKHA6,RTF1,0.0374807711701482,-3.2839272463126976
KMT2D,RTF1,0.0206945043259093,-3.877887105461888
NIPBL,RTF1,0.0017661020774676,-6.338980376960279
IRS2,RTF1,0.015326336744475,-4.178182574570714
ATXN2L,RTF1,0.0042402909910201,-5.4631233821356275
PPIG,DDX10,0.0181005492609198,-4.011812995263614
SASH1,DDX10,0.0170378695362727,-4.072316792611565
NCL,DDX10,0.0400027460572299,-3.218807175793855
SVIL,DDX10,0.002920431708191,-5.8360238283590915
YWHAG,DDX10,0.0040785417248755,-5.502015774829605
GPATCH8,DDX10,0.0094225291780408,-4.664651736193043
MYH1,DDX10,0.0061035490895379,-5.098884859036284
NELFA,DDX10,0.0048425186346917,-5.330320314535298
PRAG1,DDX10,0.0040564988262161,-5.507435035487978
THRAP3,DDX10,0.005010134690216,-5.296292479972089
FAM83B,DDX10,0.0093500423372907,-4.672374407639312
SRRM2,LARP1,0.0382256977470578,-3.2642472736499504
PLEC,LARP1,0.0274323925437234,-3.5960307542226975
LRRFIP2,LARP1,0.0018983279744243,-6.266781793709801
RIF1,LARP1,0.0158241366251915,-4.146218870090046
TP53BP1,LARP1,0.0142537612319483,-4.2507344609934865
EIF4G1,LARP1,0.0255681803721204,-3.6664066548189482
USP10,LARP1,0.0052749678259768,-5.244782698979499
AFDN,LARP1,0.0195006893395634,-3.937305463290418
TNS1,LARP1,0.058923663073598,-2.831512519028313
MAP4K4,LARP1,0.0166429128443799,-4.0957708081646835
PHIP,LARP1,0.0100933136738749,-4.595882086849583
ABLIM1,BCLAF1,0.022962552637355,-3.773890536125393
EIF4B,BCLAF1,0.0244397426448077,-3.711544674815702
NCL,BCLAF1,0.0219376919636201,-3.8195490273159285
XIRP1,BCLAF1,0.0060427447709961,-5.108896937974371
NOLC1,BCLAF1,0.0063960146432688,-5.052080194571399
SON,BCLAF1,0.0520491637935714,-2.955566549495524
RTN4,BCLAF1,0.015728885666809,-4.152256405692196
SCAF11,BCLAF1,0.0116935987992035,-4.4487136980775475
CAMSAP1,BCLAF1,0.0127617787656828,-4.361300609081728
PRRC2C,BCLAF1,0.0109752731959389,-4.512110427762252
HUWE1,PRKAR2A,0.0041371151702509,-5.487756552815936
TCOF1,PRKAR2A,0.0108446332360146,-4.524084953992122
SRRM2,PRKAR2A,0.0356571678674801,-3.3338050901307223
TP53BP1,PRKAR2A,0.0606285301119233,-2.802989702769431
EIF4G1,PRKAR2A,0.0621218602207821,-2.778657335548239
AFDN,PRKAR2A,0.0076384825631982,-4.874556312913187
MIA2,PRKAR2A,0.0220798433544256,-3.8130901520537708
MARK2,PRKAR2A,0.025160930920992,-3.6824628477949544
NCOR1,NFATC3,0.0064983312122276,-5.0362098716233925
TCOF1,NFATC3,0.0053503378309455,-5.230595574096723
SPEN,NFATC3,0.0017161545726604,-6.367669204665158
FARP1,NFATC3,0.0074103645056483,-4.904875649838327
NACA,NFATC3,0.004580453670287,-5.385957231113815
MDC1,NFATC3,0.0040718146912616,-5.50366650880932
PRRC2A,NFATC3,0.0037958361737039,-5.573850556778022
ADAR,NFATC3,0.0104196232666162,-4.564064398145815
GPATCH8,NFATC3,0.0029500242105576,-5.8259419016954075
KMT2D,NFATC3,0.0183220180908645,-3.999651768004797
LMO7,STX6,0.0003177597836807,-8.054214857870853
CAMK2B,STX6,0.0359091230136241,-3.326763892829494
NEB,STX6,0.0038845082681419,-5.550758875080273
TCOF1,STX6,0.005692099055295,-5.168676196359397
SPEN,STX6,0.0005439043874186,-7.516737084977344
NCOR1,STX6,0.0007829453612385,-7.152447645712897
TJP1,STX6,0.0014366742252035,-6.545424402385901
KMT2D,STX6,0.0072942720116636,-4.9206658947678825
HUWE1,PACRGL,0.0013284123352475,-6.623770782711736
LMO7,PACRGL,0.0054904886187351,-5.204738025830012
ADAR,PACRGL,0.0023999475360141,-6.032308401861296
WASHC2A,PACRGL,0.0007350504166954,-7.215571466960506
PLEKHA6,PACRGL,0.0044635250163588,-5.411816462709774
SPEN,PACRGL,0.0004252400776712,-7.762856659891266
KMT2D,PACRGL,0.0193726687136944,-3.9438920354367766
CLASP1,PACRGL,0.0009541480877967,-6.954691670264226
EIF4B,PACRGL,0.0167901164436408,-4.086964872619489
PRRC2C,PACRGL,0.0004069349683213,-7.806857168282691
NCOR1,FLI1,0.0151962200981974,-4.186708559805516
SPEN,FLI1,0.0067238131330894,-5.002099854855646
HUWE1,FLI1,0.0052933940852161,-5.24129563484118
PRRC2C,FLI1,0.0046514561684276,-5.370574953904949
IRS2,FLI1,0.002985557148662,-5.81396890008641
ADAR,FLI1,0.0055370185982246,-5.196299082247797
GPATCH8,FLI1,0.0045330123789973,-5.396368576165186
PRRC2A,FLI1,0.0062999606964992,-5.067211884255031
PLEKHA6,FLI1,0.003888337770953,-5.549773520912267
LMO7,PNKP,0.0040654365982389,-5.505234137508974
NEB,PNKP,0.0026362140012764,-5.938411481541375
MYCT1,PNKP,0.0015112546794977,-6.494815059598246
SPEN,PNKP,0.0029231313890224,-5.835099843804271
HUWE1,PNKP,0.001078900402244,-6.831812902579169
GPATCH8,PNKP,0.0014277267484508,-6.551671786000484
AHNAK2,PNKP,0.0034818311846736,-5.660196921099324
MAP1S,PNKP,0.0155348632187198,-4.1646685408929915
TCOF1,PNKP,0.004124280729604,-5.49086364298031
MDC1,PNKP,0.0163251051038161,-4.115051165628049
PRRC2A,PNKP,0.002483740591201,-5.997989552247949
PLEC,PNKP,0.0008844529193992,-7.030541274272697
TCOF1,SLC12A4,0.0126822540664369,-4.367551580279601
GPATCH8,SLC12A4,0.0027543009572703,-5.894591604591729
AHNAK2,SLC12A4,0.0083794728132465,-4.781970276580853
BAG3,SLC12A4,0.0074667095980622,-4.897300859065309
MAP1S,SLC12A4,0.0412995858733458,-3.186902806345186
ABLIM1,SLC12A4,0.0149961541680789,-4.199961499547893
MDC1,SLC12A4,0.0026231963065542,-5.943361740427279
ARPP19,SLC12A4,0.0016868841003072,-6.384872179433856
EIF4B,SLC12A4,0.0054819356165308,-5.206297025692437
PLEC,SLC12A4,0.0165444951116762,-4.101701854140901
MYPN,ZNF777,0.004136600310106,-5.487881009632656
TCOF1,ZNF777,0.002883450061437,-5.848767763790527
SPEG,ZNF777,0.0013717813372602,-6.5916451375547975
DAXX,ZNF777,0.0014200695260894,-6.557049446532781
BRD8,ZNF777,0.0013688723015126,-6.593768015687909
NCOR1,ZNF777,0.0038315341281995,-5.564490000324922
HUWE1,ZNF777,0.0009013545384139,-7.011611883399486
PPIG,ZNF777,0.023745287098251,-3.7403712061612846
ABLIM1,ZNF777,0.0012902175831593,-6.652944405715856
USP24,ZNF777,0.0398197704097278,-3.223391746065175
SPEN,ZNF777,0.0051418126396213,-5.270349608059916
TCOF1,EIF3E,0.0034065476963839,-5.6820559062680935
SPEN,EIF3E,0.0044185952545,-5.421933449130632
IRS2,EIF3E,0.0045521599757744,-5.392153438712728
NHSL3,EIF3E,0.0076065836198186,-4.8787411409158885
MAP4,EIF3E,0.014899067914293,-4.206456624075155
PHLDB1,EIF3E,0.0091866891458617,-4.689999674570733
PHRF1,EIF3E,0.0159423297504115,-4.138777458808723
