Feature,TargetFeature,SHAPValue,LogSHAPValue
PCBP2,EPS8L2,0.0054756050918331,-5.20745249033008
SRRM2,SRRM2,0.019775413444641,-3.9233158581062186
TJP1,SRRM2,0.0151827207712131,-4.18759728913488
NES,SRRM2,0.0074525166781851,-4.899203494482972
EIF4G1,SRRM2,0.0189300953839213,-3.9670022750033254
PHACTR4,SRRM2,0.007125098292298,-4.944131757512333
TNS1,SRRM2,0.0192779282202534,-3.94879445302944
PHIP,SRRM2,0.0075185330074623,-4.890384238845638
PLEKHA6,CDCA3,0.0344920990708776,-3.367024993610506
NCOR2,CDCA3,0.0164229402045246,-4.109076128592691
RIF1,CDCA3,0.022105600318142,-3.8119242945001055
TJP1,CDCA3,0.0232803774589353,-3.760144442378552
PHLDB1,CDCA3,0.0063664223880091,-5.056717601709281
MAP4,CDCA3,0.0180384247461922,-4.015251088216142
PLEKHA5,CDCA3,0.0151527291608781,-4.189574620618277
USP10,CDCA3,0.0093108141470552,-4.676578742853286
ESAM,MET,0.0008691555233733,-7.047988480503151
BRD8,MET,0.0169222099783787,-4.079128319953889
BIN2,MET,0.0010426779379738,-6.865962934948437
BAG3,MET,0.0090217745691494,-4.708114227101569
TTN,MET,0.0007505153366291,-7.19475047188423
CBX3,MET,0.0007047738947176,-7.257633523305233
ABLIM1,MET,0.0042912535803855,-5.4511763788471335
PPIG,MET,0.0137169522790079,-4.289122818459047
BCL11B,MET,0.0009021176948159,-7.010765564356155
LMO7,LOC107987545,0.0044021456192131,-5.425663216185774
HUWE1,LOC107987545,0.008692330639803,-4.745314177757481
MAP1S,LOC107987545,0.0010475192087623,-6.861330568615543
ABLIM1,LOC107987545,0.0168928429242604,-4.080865242358593
KMT2D,LOC107987545,0.0066740602626182,-5.0095268692333965
MDC1,LOC107987545,0.0021829997543918,-6.127055313923819
SASH1,LOC107987545,0.0188560932221053,-3.9709191694644046
CALD1,LOC107987545,0.0013547502680146,-6.604138145684817
PLEKHA6,LOC107987545,0.028212374120902,-3.567994598668481
NCL,LOC107987545,0.0066822800540584,-5.008296024214021
LRRFIP2,LCP1,0.003090182388169,-5.779525164516996
NCOR1,LCP1,0.0025981033606616,-5.952973576820885
AHCTF1,LCP1,0.008528179100575,-4.764379410304622
SPEN,LCP1,0.0099932397162545,-4.60584644297286
GPATCH8,LCP1,0.0012726980260665,-6.666616201948461
FLNC,LCP1,0.0214852019762254,-3.840390860997625
SRGAP1,LCP1,0.0030270516409925,-5.800166188965019
NUMA1,LCP1,0.003492912247206,-5.657019435944817
MDC1,LCP1,0.0054583053123504,-5.210616919757302
KMT2D,ROCK2,0.0075929249363193,-4.880538394705438
MDC1,ROCK2,0.0047939516203365,-5.340400234732067
CLASP1,ROCK2,0.0404226757803166,-3.2083643697836792
SRRM2,ROCK2,0.007781743809471,-4.855974825872629
PLEKHA6,ROCK2,0.0317833682071212,-3.448812138369354
NUP214,ROCK2,0.0081348545605158,-4.811597416711175
TRIM28,ROCK2,0.0078362471616932,-4.848995237578337
MAP4,ROCK2,0.0080096252084163,-4.827111309456464
PHRF1,ROCK2,0.0045094193012933,-5.401586891785669
PHLDB1,ROCK2,0.0069813394555311,-4.964514481544905
TTN,ANKRD17,0.0011409546115527,-6.775889988426554
CLMN,ANKRD17,0.0020302228113698,-6.199609732656084
SYNPO2L,ANKRD17,0.0003141404964554,-8.065670231187104
XIRP1,ANKRD17,0.0012623869938077,-6.674750910676292
WASHC2A,ANKRD17,0.0020570634019546,-6.186475846251271
ANP32B,ANKRD17,0.0001936163804884,-8.549631776740274
BRD8,ANKRD17,0.042590630856939,-3.156120982831311
CDK11A,ANKRD17,0.0011690865104718,-6.751532595405033
AHNAK2,EIF3G,0.0054633359660599,-5.209695693004466
GPATCH8,EIF3G,0.0182085219695274,-4.005865554405644
PLEKHA6,EIF3G,0.0169931183066641,-4.074946822372129
PCBP2,EIF3G,0.0132078754365183,-4.326942003320479
NCL,EIF3G,0.0226134238077205,-3.7892115752435664
PLEC,EIF3G,0.0117374915113988,-4.4449671576515275
ATXN2L,EIF3G,0.0106434138115839,-4.542813999575642
USP24,EIF3G,0.0256927056789524,-3.6615481530888028
ARPP19,EIF3G,0.0060103622113453,-5.114270264140371
NELFA,EIF3G,0.0285944937397517,-3.55454110627406
PPIG,DDX42,0.018340087522196,-3.998666039962588
MAP1S,DDX42,0.0024902817380676,-5.995359427087939
NCL,DDX42,0.0126800983493099,-4.367721573748413
XIRP1,DDX42,0.0029134509712824,-5.838416999639301
PRAG1,DDX42,0.0551340314999978,-2.8979881219002452
SCAF11,DDX42,0.0234593428501602,-3.75248644765126
FAM83B,DDX42,0.0033766278383676,-5.690877748458454
BCL11B,DDX42,0.0011729289162602,-6.7482513110957285
CDK11A,DDX42,0.0102422151248939,-4.581237361974324
NCOR1,PTDSS1,0.0013602082325267,-6.600117478802661
CMYA5,PTDSS1,0.0028380352304748,-5.864643286482437
TCOF1,PTDSS1,0.0037586957580028,-5.58368325462624
ABLIM1,PTDSS1,0.0076475007866601,-4.8733763790742195
PPIG,PTDSS1,0.0079767903994072,-4.831219154014852
ARPP19,PTDSS1,0.0062309434264999,-5.078227524822544
MAP1S,PTDSS1,0.0255343330237551,-3.667731339303747
NUMA1,PTDSS1,0.0369782413254215,-3.2974256116061453
PCBP2,PTDSS1,0.0076856243508909,-4.868403662495122
USP24,PTDSS1,0.0202674967277399,-3.8987368225559886
NCL,PTDSS1,0.0112633936096915,-4.486197315382449
BOD1L1,CSRP3,0.0390577641352831,-3.2427135969722065
KIF13B,CSRP3,0.0065465610699272,-5.028815394702201
CDK13,CSRP3,0.0060226140265249,-5.112233890233993
DDX54,CSRP3,0.0094791036878404,-4.6586655148812826
SEPTIN2,CSRP3,0.0038279314416814,-5.5654307152484135
CKM,LMNB2,0.01006389635516,-4.598800877650215
MAP1S,LMNB2,0.0363466268254515,-3.314653876407522
NCL,LMNB2,0.0072330279684165,-4.929097524342917
PRAG1,LMNB2,0.0165146096484592,-4.103509856600424
RSL1D1,LMNB2,0.0078755718238398,-4.843989484355518
MDC1,LMNB2,0.0083387192833139,-4.78684563755532
CLASP1,LMNB2,0.0112633015615602,-4.486205487742451
MAP1B,LMNB2,0.0111112571433419,-4.499796527515861
EIF3A,LMNB2,0.011480018453118,-4.4671472806775485
SCAF11,LMNB2,0.0103456454055025,-4.571189581571918
TCOF1,PTPN11,0.0125792489316848,-4.375706732855848
NELFE,PTPN11,0.0046565559926722,-5.369479161448592
GPATCH8,PTPN11,0.0072766575457045,-4.923083650542524
PRRC2C,PTPN11,0.0047905308918853,-5.3411140403219015
PLEC,PTPN11,0.0267158772384567,-3.622497237186323
FARP1,PTPN11,0.0092894897562644,-4.678871651640612
AKAP9,PTPN11,0.0110632098668809,-4.504130101949221
NUMA1,PTPN11,0.0081447067531049,-4.810387040878301
PHRF1,PTPN11,0.0086522115221385,-4.749940323416415
TCOF1,SRSF10,0.0048292536187299,-5.333063353542355
KMT2D,SRSF10,0.0437457796203919,-3.1293601366512536
SRRM2,SRSF10,0.0314473553811226,-3.459440389001861
NCOR2,SRSF10,0.0076625092853304,-4.871415765931909
RIF1,SRSF10,0.0055271288406733,-5.198086795262256
PHLDB1,SRSF10,0.0091779068415229,-4.690956113254635
MAST4,SRSF10,0.0040671695127384,-5.504807972881773
BAG3,SRSF10,0.0089380673783994,-4.71743589007913
EIF4B,SRSF10,0.0357864805213716,-3.3301850959669044
TP53BP1,SRSF10,0.0460251880856724,-3.0785664652733575
TTN,POLR2A,0.0006159005314318,-7.392425082417614
CAMK2B,POLR2A,0.008557860953311,-4.760905008687746
ACTC1,POLR2A,0.008201421881575,-4.803447739551932
MINK1,POLR2A,0.001494968092949,-6.505650414876272
RPP25,POLR2A,0.0027150590633656,-5.908941571370396
ESAM,POLR2A,0.001900705497309,-6.265530147356706
EPS15L1,POLR2A,0.0032145221197275,-5.740076573171957
LMO7,PPP1R37,0.0068863009584882,-4.978221209170138
HUWE1,PPP1R37,0.0004375945321678,-7.734217801980727
EIF4B,PPP1R37,0.0255461950162565,-3.6672668964653594
WASHC2A,PPP1R37,0.0032692577461192,-5.72319230879324
BAG3,PPP1R37,0.0083654543343007,-4.7836446322943535
ARPP19,PPP1R37,0.0006811007642824,-7.291800297588135
MINK1,PPP1R37,0.0024397068114267,-6.01587740614808
PLEKHA6,PPP1R37,0.002995994921499,-5.810478908422392
MAP1S,PPP1R37,0.0203837712488217,-3.8930162217500492
USP24,PPP1R37,0.0090665317002305,-4.703165480463082
ABLIM1,KIAA0753,0.0015367593268397,-6.4780794129977854
LMO7,KIAA0753,0.0019237056974502,-6.253501902342016
AHNAK2,KIAA0753,0.0166783417205946,-4.093644304224297
CDK11A,KIAA0753,0.0027723331131524,-5.8880660341845
NES,KIAA0753,0.0010953987523728,-6.816636824584811
SPEN,KIAA0753,0.0009711361639752,-6.93704386883988
SRRM2,KIAA0753,0.0010708769039354,-6.839277429756678
ADAR,KIAA0753,0.0013013976152388,-6.644316503363345
GPATCH8,KIAA0753,0.0018276035798083,-6.304749689528827
MDC1,KIAA0753,0.0047786456248838,-5.343598114702241
PLEKHA6,KIAA0753,0.0295365255197295,-3.522127628304762
KMT2D,KIAA0753,0.0047264844926365,-5.354573589044342
CAMK2B,RAB27A,0.0005789311410999,-7.454327014752291
LMO7,RAB27A,0.0118504602460692,-4.43538857282449
NCOR1,RAB27A,0.0047170912482092,-5.356562930324143
PLEKHA6,RAB27A,0.00250474428796,-5.989568630310584
TCOF1,RAB27A,0.0009264429921534,-6.984158044457454
AHNAK2,RAB27A,0.0123862880337534,-4.391165221952755
HUWE1,RAB27A,0.0013288222704394,-6.623462239992719
SPEN,RAB27A,0.0020241968546806,-6.202582272068699
PRRC2A,RAB27A,0.0064730046309481,-5.0401148839937
GPATCH8,RAB27A,0.0087912270643463,-4.734000979263828
TTN,AGPS,0.0011929534894756,-6.731323122816113
YWHAG,AGPS,0.0007272844751223,-7.226192856937972
BCL11B,AGPS,0.0009699650173503,-6.938250551704508
EPB41,AGPS,0.0062237877405889,-5.079376596063399
BRD8,AGPS,0.0033576711563763,-5.696507653538914
DMD,AGPS,0.0075141090267983,-4.890972822114186
SYNPO2,AGPS,0.0025789305622444,-5.960380476739927
CALD1,AGPS,0.002006993966092,-6.211117215603945
AFF4,AGPS,0.0237326416602166,-3.740903893187197
ZNF106,AGPS,0.048533782508626,-3.0254951769450624
RIF1,AGPS,0.0242329691952114,-3.720041209556074
HUWE1,GOLGA2,0.004507669313124,-5.401975041057813
NES,GOLGA2,0.0119678485641249,-4.4255315112287255
AHNAK2,GOLGA2,0.0067590538047457,-4.996872368436113
MDC1,GOLGA2,0.0143967834905416,-4.240750466063077
PRKCH,GOLGA2,0.003636574356543,-5.616713151296169
IRS2,GOLGA2,0.0112513479881704,-4.487267336338989
PLEKHA6,GOLGA2,0.0265558805358644,-3.6285040667095108
SRRM2,GOLGA2,0.0030507078237585,-5.792381641924232
LARP1,GOLGA2,0.0033776028194612,-5.690589046117724
NUMA1,GOLGA2,0.0073581735453235,-4.911943536640827
TTN,KRI1,0.0017447486711683,-6.351144761684555
ENO2,KRI1,0.0041735631775416,-5.478985129004039
MDH2,KRI1,0.0027512078117579,-5.895715259450023
YWHAG,KRI1,0.0042576979203314,-5.45902665905488
LMO7,KRI1,0.0013146720045275,-6.63416807067913
PCLO,KRI1,0.0090315689035131,-4.707029183177217
NEB,KRI1,0.0014543331725236,-6.533207784081597
CLASP2,KRI1,0.067710992883901,-2.6925067358215884
DUSP28,KRI1,0.0023525115758572,-6.052271765854912
GRSF1,KRI1,0.0103277640346032,-4.572919472851855
KMT2A,KRI1,0.0110091028107826,-4.509032820143527
MYOZ1,KRI1,0.0054679435233351,-5.208852688751846
CABIN1,KRI1,0.0016268567552453,-6.421105496879758
LMO7,FCHO2,0.0079704632561831,-4.8320126628776
KMT2D,FCHO2,0.0114921606377118,-4.466090159742131
GPATCH8,FCHO2,0.011214424416686,-4.49055443495867
IRS2,FCHO2,0.0146484976000264,-4.223417501677191
NHSL3,FCHO2,0.0180618488750937,-4.013953362196966
TP53BP1,FCHO2,0.0512900534087693,-2.970258436271904
EIF4G1,FCHO2,0.0179552287618067,-4.0198739105438905
TNS2,FCHO2,0.006973537030999,-4.965632717933836
HDGFL2,FCHO2,0.0059760163602751,-5.120001093492199
PHACTR4,FCHO2,0.0478857630506678,-3.0389370410688397
ASAP1,SLC2A1,0.0053845129592688,-5.224228416425312
LMO7,SLC2A1,0.0032202912629058,-5.738283469197994
LRRFIP2,SLC2A1,0.0122076888137665,-4.405689295118254
MYH3,SLC2A1,0.0112111708374772,-4.490844601546871
GPATCH8,SLC2A1,0.0009011884686516,-7.011796145036651
TCOF1,SLC2A1,0.0139316277231786,-4.273593647824584
PCBP1,SLC2A1,0.0119863751470162,-4.423984678669362
PLEKHA6,SLC2A1,0.0323295356552097,-3.431774050007707
IRS2,SLC2A1,0.0054394802149486,-5.21407177140204
AHNAK2,ANKRD17,0.0036318992939974,-5.617999546051125
ADAR,ANKRD17,0.0036047912215062,-5.625491423512795
KMT2D,ANKRD17,0.033240533069624,-3.4039852721311825
TCOF1,ANKRD17,0.0074435835234217,-4.90040288972245
MDC1,ANKRD17,0.0360496584152235,-3.322857890601937
SRRM2,ANKRD17,0.0055517854317847,-5.193635703537291
CLASP1,ANKRD17,0.0114701327480899,-4.468008774403915
NELFE,ANKRD17,0.0147719934226827,-4.215022227247626
NHSL3,ANKRD17,0.0067633307488921,-4.996239795937964
NEB,ITGB1BP1,0.0024810227864636,-5.99908438992787
WASHC2A,ITGB1BP1,0.0020199948816815,-6.2046603013932735
BAG3,ITGB1BP1,0.0025919843744488,-5.955331528886514
LMO7,ITGB1BP1,0.0015168457272471,-6.4911222797349835
MAP1S,ITGB1BP1,0.0246648667990116,-3.70237544471598
XIRP1,ITGB1BP1,0.0006690053836529,-7.309718450554673
TCOF1,ITGB1BP1,0.006692761535881,-5.006728704382115
HUWE1,ITGB1BP1,0.0021160450503409,-6.1582064748814815
ABLIM1,ITGB1BP1,0.0024670904652584,-6.00471577195792
BRD8,ITGB1BP1,0.0193522022075659,-3.9449490568055867
KMT2D,ARNT,0.0075906361925148,-4.880839871256613
GPATCH8,ARNT,0.0037532015747999,-5.585146049959876
NUMA1,ARNT,0.0157786082843385,-4.1491001623626484
TP53BP1,ARNT,0.0023888471039169,-6.036944412721339
MARK2,ARNT,0.006815783771341,-4.988514213646563
ZC3H14,ARNT,0.0064919927647923,-5.037185743810959
PHRF1,ARNT,0.007075896388616,-4.951061145440757
PHC3,ARNT,0.0215229170031384,-3.8386370044014435
TRIM28,ARNT,0.0012922624103482,-6.651360790259874
MADD,ARNT,0.0074093011344387,-4.9050191579629026
HUWE1,ANKRD28,0.0354082205599009,-3.3408112665948746
NIPBL,ANKRD28,0.0038690135551785,-5.554755699734489
AHNAK2,ANKRD28,0.0123337089997577,-4.395419196030088
PLEKHA6,ANKRD28,0.0009993384216608,-6.908417076260855
SRRM2,ANKRD28,0.0026994141984642,-5.914720493043624
PRRC2A,ANKRD28,0.0030189557845955,-5.8028442740766755
PLEC,ANKRD28,0.001042004683546,-6.866608840895228
CLASP1,ANKRD28,0.0012750019545954,-6.664807567356923
LARP1,ANKRD28,0.0154251998380697,-4.171752753808176
MDC1,ANKRD28,0.0042686495102001,-5.456457775724582
CEP170B,ANKRD28,0.0006404202265328,-7.353385993123121
HUWE1,ZFP36L1,0.0099393166408906,-4.611257009078282
SPEN,ZFP36L1,0.0125577941343535,-4.37741375961192
KMT2D,ZFP36L1,0.0103670426179956,-4.569123483721127
PLEC,ZFP36L1,0.0068391298106783,-4.98509477610198
AHNAK2,ZFP36L1,0.0095487411233327,-4.651345952724772
CLASP1,ZFP36L1,0.0132438040182342,-4.32422545718417
SRRM2,ZFP36L1,0.0199067951044346,-3.916694143002352
NELFE,ZFP36L1,0.0071220048700486,-4.944566010323275
IRS2,ZFP36L1,0.0286990335697494,-3.550891830311423
MYPN,MBD1,0.005905675662808,-5.131841413726452
NACA,MBD1,0.0064746501676443,-5.039860701019152
EIF4B,MBD1,0.0083623049446054,-4.78402117880964
YWHAG,MBD1,0.0001629270717858,-8.722207869633339
CAST,MBD1,0.0122728066762503,-4.4003693034463165
ARPP19,MBD1,0.0030463678939289,-5.793805252442952
BRD8,MBD1,0.0209835975840297,-3.8640142138779616
MAP1S,MBD1,0.0226008124465731,-3.789769424386634
ABLIM1,MBD1,0.0034153935391347,-5.6794625541991985
HUWE1,DNMBP,0.0011252443970079,-6.789755025134533
KMT2D,DNMBP,0.0016229813854561,-6.423490459735357
NCOR1,DNMBP,0.0040180373941824,-5.516961705967097
PRRC2A,DNMBP,0.0009369706497157,-6.972858599892329
SPEN,DNMBP,0.0005439820821272,-7.5165942489169515
TCOF1,DNMBP,0.00332820024999,-5.7053235865623595
AHNAK2,DNMBP,0.0017977686016873,-6.321209048830474
GPATCH8,DNMBP,0.0295757202127034,-3.5208015173363103
AKAP9,DNMBP,0.0108461779369769,-4.523942524928258
NHSL3,DNMBP,0.0054165791493721,-5.218290816044023
LARP1,DNMBP,0.0005234240961819,-7.555118531132941
AHNAK2,PRKAA1,0.0162440441589769,-4.120028950682533
KMT2D,PRKAA1,0.0299595347379546,-3.5079076498944692
GPATCH8,PRKAA1,0.0135580641318828,-4.300773769797001
NCOR2,PRKAA1,0.007860298358346,-4.84593071418435
CDC42BPA,PRKAA1,0.0074937915283129,-4.893680397477313
FARP1,PRKAA1,0.0174600292119613,-4.0478410554929685
PHRF1,PRKAA1,0.0327613842199621,-3.41850476753332
MAP4,PRKAA1,0.008079774691819,-4.818391291513784
TRIM28,PRKAA1,0.0150834775227642,-4.194155338029725
SSH1,PRKAA1,0.007649876782246,-4.873065738169358
WASHC2A,RPS2,0.0005922261761421,-7.431621941750339
MYH3,RPS2,0.0024864747174508,-5.996889347787658
PRRC2A,RPS2,0.0061754867837024,-5.087167568206316
TCOF1,RPS2,0.0023914444217293,-6.035857735034819
PPIG,RPS2,0.0122953730281663,-4.398532263947766
MAP1S,RPS2,0.0044254308129603,-5.420387646400226
SPEN,RPS2,0.0148010116952535,-4.213059742760956
BRD8,RPS2,0.0020877238876151,-6.171680855438156
CDK11A,RPS2,0.0012856964522442,-6.6564547212741605
TTN,EIF4B,0.0028741634223563,-5.851993630604988
DMD,EIF4B,0.0133028357647867,-4.319778051084105
CAST,EIF4B,0.0223184387183776,-3.8023420938091115
COBL,EIF4B,0.0028177555072815,-5.871814630347855
CHD6,EIF4B,0.0036285920854749,-5.6189105611817505
CAMSAP1,EIF4B,0.0023591740275101,-6.049443709548011
USP24,EIF4B,0.0059725715446616,-5.120577699821976
ABLIM1,EIF4B,0.0044426678351485,-5.4165002192121765
SVIL,EIF4B,0.0051482013854736,-5.2691078708460255
TTN,SH2D3C,0.0025897985923951,-5.956175169848448
LMO7,SH2D3C,0.0022807894316105,-6.0832336540092635
NACA,SH2D3C,0.001050112059975,-6.858858396721569
PLEKHA6,SH2D3C,0.0017550411218051,-6.345262991110838
NCOR1,SH2D3C,0.0027387432458939,-5.900256133184923
SPEN,SH2D3C,0.0018624683932034,-6.285852577946687
ABLIM1,SH2D3C,0.0007069987008996,-7.254481729552275
HUWE1,SH2D3C,0.0241125195092991,-3.7250240916557864
MYPN,SH2D3C,0.0016072511407637,-6.433229925181523
NCOR2,SH2D3C,0.016787172603251,-4.087140219735406
MAP1S,ASH1L,0.0026727829669781,-5.924635039667976
LMO7,ASH1L,0.0033760513381954,-5.691048495552615
AHNAK2,ASH1L,0.0275673338509141,-3.5911237633410202
ARPP19,ASH1L,0.0050436962167085,-5.289616089356822
DMD,ASH1L,0.0020289616104918,-6.200231138725634
ABLIM1,ASH1L,0.0038700603921047,-5.5544851668671935
BRD8,ASH1L,0.0191752273779734,-3.954136073756182
EIF4B,ASH1L,0.0031820803809824,-5.7502200882346255
PLEKHA6,ASH1L,0.0020493172906391,-6.1902485702548145
KMT2D,ELL,0.0037640779542564,-5.582252346990892
PPIG,ELL,0.0040313478006601,-5.513654517085614
PLEKHA6,ELL,0.0190097873274484,-3.962801309948461
NUMA1,ELL,0.0123119812175379,-4.397182407987829
NCL,ELL,0.0437771451235449,-3.1286433986174758
IRS2,ELL,0.0033805453342239,-5.689718241014987
SASH1,ELL,0.0050300947830313,-5.292316451503036
NIPBL,ELL,0.0183749449719746,-3.996767228610192
BRD8,ELL,0.0149960824376446,-4.19996628281466
RANBP3,ELL,0.007797469615057,-4.853956006244381
KMT2D,MPHOSPH8,0.0081270074775332,-4.812562507126197
PLEC,MPHOSPH8,0.0071879993428873,-4.935342401478845
SRRM2,MPHOSPH8,0.0400538164343531,-3.217531318263591
NUMA1,MPHOSPH8,0.0255365115010277,-3.6676460273299902
NUP214,MPHOSPH8,0.0071663867251226,-4.938353694890354
PHRF1,MPHOSPH8,0.0094686697634742,-4.659766850132905
TJP1,MPHOSPH8,0.0066598903210262,-5.011652262879828
TRIM28,MPHOSPH8,0.0107733522110043,-4.530679581739824
PHLDB1,MPHOSPH8,0.0131021844765389,-4.334976308742656
MAP4,MPHOSPH8,0.0167094694558623,-4.091779686976887
LMO7,PPP1R35,0.0047798647145229,-5.34334303528036
USP24,PPP1R35,0.0092293407930424,-4.685367653056652
SASH1,PPP1R35,0.0249643495147872,-3.6903064912557784
PLEKHA6,PPP1R35,0.0128107473675753,-4.357470822263619
SVIL,PPP1R35,0.024127710556697,-3.724394283386661
LARP1,PPP1R35,0.0056661622888548,-5.173243235404617
THRAP3,PPP1R35,0.0137310760040886,-4.288093693439095
NEB,MFSD6,0.0036689493596889,-5.607849935914955
TTN,MFSD6,0.0053964392991808,-5.222015931945068
PADI2,MFSD6,0.0151996816129734,-4.186480797864196
ZEB1,MFSD6,0.0031125110425527,-5.772325469389508
NACA,MFSD6,0.0207043886742674,-3.8774095879328137
CUX1,MFSD6,0.0071530253871403,-4.940219880702354
EIF4G1,MFSD6,0.0036148563990412,-5.622703147800469
MACF1,MFSD6,0.0114987778678702,-4.465514521619353
SRRM2,RHBDF1,0.0066731424275868,-5.009664401427092
PLEC,RHBDF1,0.0082138867900934,-4.8019290460977295
PLEKHA6,RHBDF1,0.0292544754917334,-3.5317227087444523
NCOR2,RHBDF1,0.0063516502442162,-5.05904061886182
NHSL3,RHBDF1,0.0112579109919468,-4.4866841981763175
CDC42BPA,RHBDF1,0.0058103952122478,-5.14810668766966
NES,RHBDF1,0.0155751456216582,-4.162078864647147
PHLDB1,RHBDF1,0.0156578928707618,-4.156780152341138
PPIG,RHBDF1,0.0656966866995656,-2.7227067855156717
SYNPO2L,ZC3H11C,0.0088868270905634,-4.72318520086119
SPEN,ZC3H11C,0.0085497507655011,-4.761853146692134
HSPA12B,ZC3H11C,0.0127752203156389,-4.3602478971985015
LMO7,ZC3H11C,0.019959044873498,-3.9140728612729223
HUWE1,ZC3H11C,0.012770630774249,-4.360607215149829
NACA,ZC3H11C,0.0084322171564141,-4.775695533670579
BAZ1A,ZC3H11C,0.0116854256865553,-4.449412881483266
SHANK3,ZC3H11C,0.0020057501568396,-6.2117371451355226
AHCTF1,ZC3H11C,0.0165922154311723,-4.098821643540425
AHNAK2,NOL9,0.0251385614634265,-3.68335229848242
PLEKHA6,NOL9,0.016528483694591,-4.102670101871467
NACA,NOL9,0.0065749937682083,-5.024481648719777
KMT2D,NOL9,0.0195591530667729,-3.9343119145576444
ACTC1,NOL9,0.0026238217791035,-5.9431233297559025
ABLIM1,NOL9,0.0064943479573455,-5.036823025377889
IRS2,NOL9,0.0271259190899311,-3.6072655841957824
NES,NOL9,0.0070157611898163,-4.959596062431083
NUMA1,NOL9,0.0067077762319394,-5.004487793964668
PPIG,NOL9,0.0074961454421038,-4.8933663316056695
LMO7,LCOR,0.0046747234034977,-5.365585283019036
USP24,LCOR,0.0009439310027123,-6.965457484837143
TTN,LCOR,0.0027231942221328,-5.905949741307212
BAG3,LCOR,0.0140631118004367,-4.264200094155017
BRD8,LCOR,0.0177513975647552,-4.031291030117686
NCL,LCOR,0.0015891268539328,-6.444570562057179
PLEKHO2,LCOR,0.0019715480710844,-6.228936221943903
AHNAK2,LCOR,0.0166208496750753,-4.097097367210864
