Feature,TargetFeature,FisherScore,MedianCoeff,MeanR2,MeanMSE,Coeff*R2
AKAP9,EGFR,3.3600003649048946,0.165306210224627,0.3267456565333651,0.0386004228576664,0.0540130861888882
ATXN2L,EGFR,3.5508375146806226,-0.1181529191916452,0.3267456565333651,0.0386004228576664,-0.0386059531526077
ATXN2,EGFR,5.419638289202212,-0.0105955466168906,0.3267456565333651,0.0386004228576664,-0.0034620488356658
BAZ2A,EGFR,6.045037847087822,0.2761276948153208,0.3267456565333651,0.0386004228576664,0.0902235249294766
BCLAF1,EGFR,6.584453900463156,-0.2210462301198177,0.3267456565333651,0.0386004228576664,-0.0722258955847251
CDK12,EGFR,7.138082936974186,0.3933978999437422,0.3267456565333651,0.0386004228576664,0.1285410550959651
CEP170,EGFR,3.957939462822287,-0.0098913962029369,0.3267456565333651,0.0386004228576664,-0.0032319707463602
CTNND1,EGFR,6.136966030743868,-0.1018853676320003,0.3267456565333651,0.0386004228576664,-0.0332906013380612
DENND4A,EGFR,6.964400534646122,-0.1787124145368315,0.3267456565333651,0.0386004228576664,-0.0583935052184999
EML4,EGFR,3.7356735836474857,-0.0118521540831269,0.3267456565333651,0.0386004228576664,-0.0038726398672259
EPRS1,EGFR,3.83124881683812,-0.0667736460602608,0.3267456565333651,0.0386004228576664,-0.0218179988210864
FKBP15,EGFR,3.28994557618873,-0.2017844036677818,0.3267456565333651,0.0386004228576664,-0.0659321774546229
GPATCH8,EGFR,4.76622515537746,-0.1241793544678342,0.3267456565333651,0.0386004228576664,-0.0405750647034819
HNRNPM,EGFR,3.338225355685349,-0.0748162653915552,0.3267456565333651,0.0386004228576664,-0.0244458897547382
KMT2A,EGFR,6.192279988490198,0.1879427854170682,0.3267456565333651,0.0386004228576664,0.0614094888118093
KMT2D,EGFR,4.323021223339226,-0.0755493184537913,0.3267456565333651,0.0386004228576664,-0.0246854116588323
LMO7,EGFR,8.110298157551759,0.3032213713645318,0.3267456565333651,0.0386004228576664,0.0990762660614512
LRRFIP2,EGFR,3.6517402480706966,0.0115924196679493,0.3267456565333651,0.0386004228576664,0.0037877727752143
MDC1,EGFR,3.62769624061865,0.010506176991699,0.3267456565333651,0.0386004228576664,0.0034328476988084
MIA3,EGFR,3.559646457221514,0.1824052404017759,0.3267456565333651,0.0386004228576664,0.0596001200302045
MKI67,EGFR,4.918930483373454,0.1008857315367078,0.3267456565333651,0.0386004228576664,0.0329639745858104
MYCBP2,EGFR,4.147770426678121,-0.2340536592019109,0.3267456565333651,0.0386004228576664,-0.0764760165399649
MYH3,EGFR,3.88564082738084,-0.309507969322992,0.3267456565333651,0.0386004228576664,-0.1011303846387496
NCOR1,EGFR,6.8882755502140665,-0.0841292748591066,0.3267456565333651,0.0386004228576664,-0.0274888751475147
NELFE,EGFR,3.352308666930228,0.1060885995854503,0.3267456565333651,0.0386004228576664,0.0346639891222532
PRRC2A,EGFR,7.310111760450144,0.0704280726151152,0.3267456565333651,0.0386004228576664,0.0230120668250053
RALBP1,EGFR,3.589111180800352,0.0437751838446628,0.3267456565333651,0.0386004228576664,0.0143033511851931
RNF214,EGFR,3.522858128545088,-0.1078146047147329,0.3267456565333651,0.0386004228576664,-0.0352279538014006
SIPA1L1,EGFR,6.1738238189414965,0.1734686471764901,0.3267456565333651,0.0386004228576664,0.0566801270096369
SPEN,EGFR,4.886951545410184,-0.0374087374808091,0.3267456565333651,0.0386004228576664,-0.0122231424882512
SRRM2,EGFR,4.24603354369016,0.3385251142148021,0.3267456565333651,0.0386004228576664,0.1106116106971479
