PredictiveFeature,TargetFeature,FisherScore,MedianCoeff,MeanR2,MeanMSE,Coeff*R2
RASAL2,ARAF,2.02907228424197,0.0976196470071442,0.6659420508175617,0.0233941963388148,0.065009027928024
RBM10,ARAF,2.202224985512155,-0.1235688108583795,0.6659420508175617,0.0233941963388148,-0.0822896673201166
RIF1,ARAF,2.999044624242412,0.2660771781020145,0.6659420508175617,0.0233941963388148,0.1771919816610052
SPAG9,ARAF,1.7984864453185885,-0.303572066404865,0.6659420508175617,0.0233941963388148,-0.2021614044725808
SRGAP1,ARAF,1.984005792944309,0.1064069165691204,0.6659420508175617,0.0233941963388148,0.0708608402412132
SRRM2,ARAF,4.024985044807145,0.1583333559073982,0.6659420508175617,0.0233941963388148,0.1054408397457996
SSH1,ARAF,1.809869267285846,-0.2014604308260644,0.6659420508175617,0.0233941963388148,-0.1341609724628988
TCOF1,ARAF,6.358056337644089,-0.2582250878969432,0.6659420508175617,0.0233941963388148,-0.1719629446066355
TJP1,ARAF,2.669625391411328,-0.0933444917132024,0.6659420508175617,0.0233941963388148,-0.0621620222440129
TNS2,ARAF,2.083174994078734,-0.1880829529289891,0.6659420508175617,0.0233941963388148,-0.1252523473973539
TP53BP1,ARAF,2.0163893435184344,0.2525267288663171,0.6659420508175617,0.0233941963388148,0.1681681677074855
TRIM28,ARAF,2.6080539193499126,-0.3563386685506811,0.6659420508175617,0.0233941963388148,-0.2373009037202399
UBE4B,ARAF,1.8792316693947744,-0.1236634200000183,0.6659420508175617,0.0233941963388148,-0.0823526715259257
USP10,ARAF,2.368913471655926,0.3393595291400035,0.6659420508175617,0.0233941963388148,0.225993780799976
USP24,ARAF,1.8118348573848413,0.0346235343427049,0.6659420508175617,0.0233941963388148,0.0230572674667332
WIZ,ARAF,1.9371958975137813,-0.0238417619074131,0.6659420508175617,0.0233941963388148,-0.0158772318197267
GAB1,ARFGEF2,1.2513209441432094,0.0316976595429865,0.5393830073592811,0.0251941078771897,0.0170971789305467
GAB1,ARHGAP35,1.7193342521356696,0.2182785002357909,0.5887115001616631,0.0256561040555793,0.1285030633268504
ABLIM1,ATF2,2.3664796000788906,0.1563485691745905,0.8238488659609768,0.0105622872673474,0.1288075914091077
AHCTF1,ATF2,2.8488363014200524,-0.141824148387438,0.8238488659609768,0.0105622872673474,-0.1168416638148721
AHNAK2,ATF2,5.218108278220369,-0.0809558328575774,0.8238488659609768,0.0105622872673474,-0.0666953710926415
ASXL2,ATF2,2.456107283208369,0.0076882343052395,0.8238488659609768,0.0105622872673474,0.0063339431136138
ATXN2L,ATF2,3.500377282452671,0.1335586902046337,0.8238488659609768,0.0105622872673474,0.1100321754643209
BAG3,ATF2,2.614583743800897,0.0856082415476729,0.8238488659609768,0.0105622872673474,0.0705282527159637
CA2,ATF2,3.787657877071924,-0.0289824573117621,0.8238488659609768,0.0105622872673474,-0.0238771645890576
CDC42BPA,ATF2,3.0142472510662093,0.1450644347661707,0.8238488659609768,0.0105622872673474,0.1195111700733798
CLASP1,ATF2,4.32652521434518,0.0093605070174924,0.8238488659609768,0.0105622872673474,0.0077116430911809
EIF4B,ATF2,2.359677710135957,0.0968019945890491,0.8238488659609768,0.0105622872673474,0.0797502134649487
EIF4B,ATF2,2.543739398487131,-0.2715376659050484,0.8238488659609768,0.0105622872673474,-0.2237059981215647
FHOD1,ATF2,3.377461550429826,0.0139829460376811,0.8238488659609768,0.0105622872673474,0.0115198342359371
GPATCH8,ATF2,4.6937933002764485,0.0512833926638526,0.8238488659609768,0.0105622872673474,0.0422497648887465
HUWE1,ATF2,7.479785833908195,-0.1130559835943194,0.8238488659609768,0.0105622872673474,-0.0931410438742828
IRS2,ATF2,3.611318270991866,-0.0623893632383958,0.8238488659609768,0.0105622872673474,-0.0513994061519799
KMT2D,ATF2,4.495186372748346,0.3562784224278878,0.8238488659609768,0.0105622872673474,0.2935195742835812
LMO7,ATF2,8.91526907956631,0.149934122072837,0.8238488659609768,0.0105622872673474,0.1235230564385614
MAP1S,ATF2,2.4256588869034093,0.103139835678359,0.8238488659609768,0.0105622872673474,0.0849716366590175
MAP4,ATF2,2.494970245657509,-0.0569902804765996,0.8238488659609768,0.0105622872673474,-0.0469513779414446
MDC1,ATF2,4.592582411574008,-0.0550977254571113,0.8238488659609768,0.0105622872673474,-0.0453921986348704
NACA,ATF2,4.578661611028815,0.0130228310130725,0.8238488659609768,0.0105622872673474,0.0107288445617212
NCOR2,ATF2,3.5612994198479373,0.0803884047484592,0.8238488659609768,0.0105622872673474,0.0662278960884301
NES,ATF2,3.1755925830269938,0.085244033204335,0.8238488659609768,0.0105622872673474,0.0702282000853312
NHSL3,ATF2,2.909840098180497,-0.0062868526542543,0.8238488659609768,0.0105622872673474,-0.0051794164296711
NUMA1,ATF2,3.564325687150522,0.3544953513669402,0.8238488659609768,0.0105622872673474,0.2920505932120917
NUP214,ATF2,2.8289120177928906,0.0614626971625867,0.8238488659609768,0.0105622872673474,0.0506359733563
PCBP1,ATF2,4.758305781976058,0.0194847703304958,0.8238488659609768,0.0105622872673474,0.0160525059402891
PHLDB1,ATF2,2.5198111648020523,0.0952184621586801,0.8238488659609768,0.0105622872673474,0.0784456220679768
PHRF1,ATF2,2.758700588282229,0.0302344053525291,0.8238488659609768,0.0105622872673474,0.0249085805626856
